first_name,last_name,birth_year,death_year
Mõkola,Sõngaivski,1936,2013
Vassõl,Sõmonenko,1935,1963
Pál,Somogyi,1924,1983
Sándor,Somogyi Tóth,1923,2000
Pál,Somogy,,
P.,Somodi,,
Robert,Sommer,,
Aleksandr,Solženitsõn,1918,2008
Aleksandr,Solženitsõn,1918,2008
Dag,Solstad,1941,
Grigori,Solovjov,,
Aleksandr,Solovjov,,
Ján,Solovič,1934,2022
V.,Solovei,,
Vladimir,Solouhhin,1924,1997
Sergei,Solouhh,1959,
J.,Solomonov,,
Rostislav,Solomko,1912,1988
Tsezar,Solodar,1909,1992
Roman,Solntsev,1939,2007
Muhhamad,Solih,1949,
Berdõbek,Sokpakbajev,1924,1991
R.,Sokolovski,,
Aleksanr,Sokolovski,1925,1979
Ingrīda,Sokolova,1923,2012
Nikolai,Sokolov,1927,1994
Mihhail,Sokolov,1904,1992
Juri,Sokolov,1949,2005
J.,Sokolov,,
Tuulikki,Soini,1929,2023
Mart,Soidro,1963,
Amonbek,Šohzoda,1944,1993
Lev,Sofronov,,
Anempodist,Sofronov,1886,1935
Laine,Soe (Kurai),1927,2008
Damdintsoogiin,Sodnomdorž,1928,1989
S.,Sobolev,,
Anatoli,Sobolev,1926,1986
Vadim,Sobko,1912,1981
F.,Sobko,,
Michal,Snunit,1940,
C. P. (Charles Percy),Snow,1905,1980
Irina,Snegova,1922,1975
German,Snegirjov,,
Gennadi,Snegirjov,1933,2004
J.,Snabelitis,,
Mihhail,Šmuškevitš,1913,2003
Vlasta,Smržová,1924,
Vlastá,Smřova,1924,2006
Vlasta,Smřova,,
Sergei,Smorodkin,,
Tobias George,Smollett,1721,1771
Juri,Smolitš,1900,1976
Jefim,Smolin,1946,
Wilbur,Smith,1933,2021
Richard Gordon,Smith,1858,1918
Murray,Smith,,
Martin Cruz,Smith,1942,
Karen Rose,Smith,1949,
Guy N.,Smith,1939,2020
Grandia F.,Smith,,
Dodie,Smith,1896,1990
Vassili,Smirnov,1905,1979
Vassili,Smirnov,1904,1979
Vassili,Smirnov,1904,
Leonid,Smirnov,,
Aleksei,Smirnov,,
Aleksandr,Smirnov,,
Oleg,Šmeljov,1924,1987
Vladimir,Vostokov,1916,1986
D.,Šmeljov,,
A.,Smekalov,,
Bertrice,Small,1937,2015
Helena,Šmahelová,1910,1997
A.,Smagin,,
Włodzimierz,Słobodnik,1900,1991
Vladimir,Slutski,,
Boriss,Slutski,1919,1986
A.,Slutski,,
Tatjana,Slutskaja,1933,
Mykolas,Sluckis,1928,2013
Leonid,Slovin,1930,2013
Jevgeni,Slivkin,1955,
Henry,Slesar,1927,2002
Miermilis,Sleiga,1927,2021
Ilija,Slavtšev,,
D.,Slavkovitš,,
Viktor,Slavkin,1935,2014
Frank G.,Slaughter,1908,2001
Vitali,Skuratovski,,
Zigmunds,Skujiņš,1926,2022
Sigmunds,Skujiņš,1926,2022
Knuts,Skujenieks,1936,2022
Valdis,Skudra,,
Ramutė,Skučaitė,1931,
Benjamin,Škreko,1949,
Benjamín,Škreko,,
Georgi,Skrebitski,1903,1964
Inger,Skote,1933,2015
Igor,Skorin,1917,1998
G.,Skopin,,
Juri,Skop,1936,2020
Petras,Skodžius,1927,2009
Igor,Škljarevski,1938,2021
Hans,Skirecki,1935,2016
Joni,Skiftesvik,1948,
Antanas,Škėma,1910,1961
Karlis,Skalbe,1879,1945
Arvīds,Skalbe,1922,2002
Miroslav,Skála,1924,1989
Andrejs,Skailis,1927,2012
Finn,Sjøborg,,
Maij,Sjövall,1935,2020
Östen,Sjöstrand,1925,2006
N.,Sjomin,,
Nikolai,Sizov,1916,1996
V.,Sivkov,,
A.,Sivitski,,
J.,Timjanski,,
Arje,Sivan,1929,2015
A.,Šitnitski,,
Vladimir,Sissikin,1941,2002
Zinaida,Šišova,1898,1977
Sergei,Tsarevitš,,
N.,Šišov,,
Robyn,Sisman,1949,
Georgi,Šiško,1952,1993
J.,Šišenkov,,
Agu,Sisask,1940,
Paulius,Širvys,1920,1979
Aleksandr,Širvanzade,1858,1935
Herma,Širov,,
Akmurat,Širov,1947,1991
Nikolai,Širov-Taras,1920,1986
Kosti,Sironen,1946,
P.,Širjajev,,
Vytautas,Sirijos-Gira,1911,1997
Janka,Sipakov,1936,2011
J.,Sipakov,,
Curt,Siodimak,1902,2000
Tšadvar,Šinov,1941,
Bagrat,Šinkuba,1917,2004
Lassi,Sinkkonen,1937,1976
Isaak Bashevis,Singer,1904,1991
Isaac Bashevis,Singer,1904,1991
Elvi,Sinervo,1912,1986
Lev,Sinelnikov,1920,
Sinelnikov,Lev,1920,
David,Sinclair,,
Vladimir,Sinakevitš,1934,1985
Venjamin,Skvirski,1935,
Viktor,Skvirski,,
V.,Skvirski,,
Louis,Simpson,1923,2012
Dorothy,Simpson,1933,2020
Ljudmila,Simonova,,
Karen,Simonjan,1936,2018
Karen A.,Simonian,1936,2018
András,Simonffy,1941,1995
Viktor,Simonenko,1935,1963
Jean,Simone,,
Pierre Henri,Simon,1903,1972
Josef,Šimon,,
Leonidas,Šimoliūnas,1945,1995
Leonidas,Šimoliūnas,,
Lynda,Simmons,,
Dan,Simmons,1948,
Johannes Mario,Simmel,1924,2009
Alfredas,Šimkus,1936,
Alfredas,Šimkus,,
Nikolai,Simeonov,,
Pavel,Šestakov,1932,2000
Clifford D.,Simak,1904,1988
Eduard,Šim,1930,2006
Valentin,Silvestru,1924,1996
Tinca,Silvestru,,
Leonte,Silvestru,,
Shel,Silverstein,1932,1999
Alan,Sillitoe,1928,2010
,Silja,,
Aleksandr,Siletski,1947,2019
R.,Silan,,
Vincent,Šikula,1936,2001
Heino,Sikk,1933,1994
Igor,Sikirycki,1920,1985
Ilmar,Sikemäe,1914,1998
Juri,Šikanov,1930,
L.,Šijan,,
Olavi,Siippainen,1915,1963
Jens,Sigsgaard,1910,1991
Raija,Siekkinen,1953,2004
Hilja,Siegel,1923,1999
Viktor,Sidorov,1927,1987
M.,ŠIapakauskas,,
Susan Richards,Shreve,1939,
Elizabeth,Shorten,,
Carol,Shields,1935,2003
Mary,Shelley,1797,1851
Sidney,Sheldon,1917,2007
Robert,Sheckley,1928,2005
Irwin,Shaw,1913,1984
Irving,Shaw,1913,1984
Jill,Shalvis,1963,
Khosrow,Shahani,1929,2002
Michael,Shaara,1928,1988
Həsən,Seyidbəyli,1920,1980
Anne,Sexton,1928,1974
Aless,Ševtsov,,
T.,Ševtšenko,,
S.,Ševtšenko,,
M.,Ševtšenko,,
Mihhail,Severin,,
anatoli,Sevastjanov,1931,2015
Anatoli,Sevastjanov,1931,2015
Anya,Seton,1906,1990
F.,Šešun,,
Oleg,Šestinski,1929,2009
Juvan,Šestalov,1937,2011
K.,Šestakov,,
Juri,Šestakov,1949,2010
lan,Serraillier,1912,1994
Jekaterina,Serova,1919,2008
Mihhail,Seroporšnev,,
Leena-Katriina,Sermat,,
Boriss,Sergunenkov,1931,
Galina,Šergova,1923,2017
Mark,Sergejev,1926,1997
S.,Sergeitšuk,,
Vjatšeslav,Serešev,,
Gennadi,Serditov,1937,
Andrei,Serba,1940,
Maston,Šerali,1935,1987
Reet,Sepp,1942,
Meelike,Sepp,,
A.,Sepp,,
August,Šenoa,1838,1881
I.,Senjuk,,
Léopold Sédar,Senghor,1906,2001
S.,Sendjukov,,
Viktor,Šenderovitš,1958,
S.,Šenderov,,
Maurice,Sendak,1928,2012
Oksana,Senatovitš,1941,1997
Jorge,Semprún,1923,2011
Jean-Jacques,Sempé,1932,2022
René,Goscinny,1926,1977
René,Goscinny,1926,1977
Jean-Jacques,Sempé,1932,
Manuil,Semjonov,1914,1986
M.,Semjonov,,
L.,Semjonov,,
Julian,Semjonov,1931,1993
Georgi,Semjonov,1931,1992
Ivan,Šemjakin,1921,2004
Svetlan,Semeneno,1938,2007
Svetlan,Semenenko,1938,2007
Sirkka,Selja,1920,2017
Annemarie,Selinko,1914,1986
Meša,Selimović,1910,1982
N.,Seletski,,
Eduardas,Selelionis,1928,1993
 Eduardas,Selelionis,1928,1993
Ondřej,Sekora,1899,1967
Anaid,Sekojan,1922,1994
Kalevi,Seilonen,1937,2011
,Seifullina Lidia,1889,1954
Saken,Seifullin,1894,1939
Jaroslav,Seifert,1901,1986
H.,Seifert,,
Maria,Seidelmann,,
Rose Marie,Seibold,,
Anna,Seghers,1900,1983
Erich,Segal,1937,2010
Vadim,Šefner,1915,1922
Vadim,Šefner,1914,2002
Giórgos,Seféris,1900,1971
Roman,Sef,1931,2009
Bernhard,Seeger,1927,1999
Peter,Seeberg,1925,1999
Sergei,Sedov,1954,
I.,Sedov,,
Valeri,Sedõhh,,
Konstantin,Sedõhh,1908,1979
Chief,Seattle,1790,1866
Se Man,Ir,,
Paul,Scott,1920,1978
Alexandra,Scott,,
Aurel,Scobioală,1941,2007
Leonardo,Sciascia,1921,1989
Marcel,Schwob,1867,1905
Kurt,Schwitters,1887,1948
W. K,Schweikert,,
Wolfgang,Schweiger,1951,
Hans,Schumacher,,
Max,Schulmann,1919,1988
Ulli,Schubert,1958,
Helga,Schubert,1940,
Helfried,Schreiter,1935,1992
Solveig von,Schoultz,1907,1996
Schopenhauer,Arthur,1788,1860
Luda,Schnitzer,1913,2002
Robert,Schneider,1961,
Diethardt,Schneider,,
Joël,Schmidt,1937,
Eike,Schmidt,1943,
Augusto Frederico,Schmidt,1906,1965
Annie M. G.,Schmidt,1911,1995
Jutta,Schlott,1944,2024
Bernhard,Schlink,1944,
Bernd,Schirmer,1940,
Runar,Schildt,1888,1925
Alfred,Schiffers,,
Hans,Scherfig,1905,1979
Arthur van,Schendel,1874,1946
Robert,Schekley,1928,2005
J. H.,Scheideler,,
Harald,Scheel,,
Carel,Scharten,1878,1950
Margo,Scharten-Antink,1868,1957
Edzard,Schaper,1908,1984
Gustav,Schalk,,
Peer,Schaldemose,1918,1977
Richard,Scarry,1919,1994
Patricia M.,Scarri,1924,1995
Patricia,Scanlan,1956,
Juri,Sbitnev,1931,2021
Gennadi,Sazonov,1934,1988
V.,Saygel,,
Paul,Sayer,1956,
Meryl,Sawyer,1958,
Jacek,Sawaszkiewlcz,1947,1999
Jacek,Sawaszkiewicz,1947,1999
V.,Savranski,,
Girolamo,Savonarola,1452,1498
Bora,Savič,,
I.,Saveljev,,
Alan,Savage,1930,
Kate,Saunders,1960,
Bruno,Saulitis,1922,1970
Bruno,Saulītis,1922,1970
John,Saul,1942,
Ilja,Šatunovski,1923,2009
I.,Šatunovski,,
Mõhhailo,Satšenko,1950,2006
Mihhail,Šatrov,1932,2010
Anatoli,Šatov,1899,1976
Jevgeni,Šatko,1931,1984
O.,Šatets,,
Giorgi,Šatberašvili,1910,1965
,Sata,,
,Sat-Okh,1920,2003
Siegfried,Sassoon,1886,1967
Jan,Sašin,1911,1954
Ole,Sarvig,1921,1981
Tõnn,Sarv,1949,2025
Sergei,Sartakov,1908,2005
Ăbu,Sărsenbaev,1905,1995
Nathalie,Sarraute,1900,1999
William,Saroyan,1908,1981
Aleksandr,Šarov,1909,1984
Stepan,Sarõg-ool,1908,1983
Eduard,Sarkisjan,,
Imre,Sarkadi,1921,1961
Mauri,Sariola,1924,1985
R.,Sarimov,,
V.,Šarikov,,
Aleksandr,Šargorodski,1943,1995
Lev,Šargorodski,1934,2024
Raissa,Sarbi,1951,
Muriel,Saprk,1918,2006
,Sappho,7,-6
Leonid,Sapožnikov,1937,
Georgi,Stepanidin,,
A.,Sapožnikov,,
Vjatšeslav,Šapošnikov,1935,2012
Genrihh,Sapgir,1928,1999
Arif,Saparov,1912,1973
Afir,Saparov,1912,1973
Anatoli,Sanžarovski,1938,
Ferenc,Sánta,1927,2008
Juri,Šanin,1930,2005
Vladimir,Sangi,1935,
Robert,Sands,,
Boriss,Sandratski,1953,
Boris,Sandratski,,
Irmelin,Sandman Lilius,1936,
Karen,Sandler,,
Lawrence,Sanders,1920,1998
Cora,Sandel,1880,1974
Carl,Sandburg,1878,1967
Sonia,Sanchez,1934,
Satimžan,Sanbajev,1939,2013
San,Šan-fei,,
Ämet,Šamuratov,1912,1953
Pjotr,Šamšur,,
Semjon,Samsonov,1931,1993
Aleksei,Samsonja,1912,1987
Vladimir,Šamsa,,
Igor,Šamrai,,
Magdalena,Samozwaniec,1894,1972
Vassili,Samoilov,,
David,Samoilov,1920,1990
Nikolai,Samohhin,1934,1989
N.,Samohhin,,
Ivan,Šamjakin,1921,2004
Rostislav,Sambuk,1923,1996
Jussuf,Šamansur,1936,1978
Rein,Saluri,1939,2023
Prokopi,Saltõkov,1934,1994
Mihhail Jevgrafovitš,Saltõkov-Stšedrin,1826,1889
Saulius,Šaltenis,1945,
V.,Saložnikov,,
Afanassi,Salõnski,1920,1993
Juhani,Salokannel,1946,
Anja,Salokannel,1947,
Fjodor,Šaljapin,1873,1938
J. D.,Salinger,1919,2010
J. D. (Jerome David),Salinger,1919,2010
Marsell,Salimov,1949,
al-Tayyib,Salih,1929,2009
O.,Salenko,,
Catherine,Salembier,,
Petre,Salcudeanu,1930,2005
Julajev u.,Salavat,1752,1800
Ariadna,Şalari,1923,2016
Nicholas,Salaman,,
Hannu,Salama,1936,
Venjamin,Šalaginov,1910,1981
Jeannie,Sakol,1928,
Sakja,Pandita,1182,1251
Vissarion,Sajanov,1903,1959
Kazys,Saja,1932,
Eino,Säisä,1935,1988
Jeanne,Saint-Marcoux,1920,2002
Saint-John,Perse,1887,1975
Antoine de,Saint-Exupéry,1900,1944
,Saigyō,1118,1190
Ilja,Šahrai,1938,
Arkadi,Sahnin,1910,1999
Fjodor,Šahmagonov,2023,2014
Azat,Šahinjan,1928,2002
Niina,Šahhova,,
Svjatoslav,Sahharnov,1923,2010
Muhtar,Šahhanov,1942,
David,Šahar,1926,1997
Juri,Sahakjan,1937,
Aramajis,Sahakjan,1936,2013
Marietta,Šaginjan,1888,1982
Françoise,Sagan,1935,2004
Valentin,Safonov,1936,1995
Mihhail,Safonov,1935,
Gulruhsor,Safijeva,1947,
Fail,Šafigullin,,
Pierre,Saffre,,
Dalmiro,Sáenz,1926,2026
Juan Ignacio,Saenz-Diez,1934,
Jonas,Sadunas,,
Mihhail,Sadovski,1937,
Jonas,Sadovnikas,,
Donatien Alphonse François de,Sade,1740,1814
Nelly,Sachs,1891,1970
Jetta,Sachs-Collignon,,
Leopold,Sacher-Masoch,1836,1895
Ursula,Sachau,1934,2000
Ernesto,Sábato,1911,2011
Tatjana,Šabašova,,
Sabahattin,Ali,1907,1948
Aurora Marya,Saavedra,1930,2003
M.,Saarna,,
Pentti,Saaritsa,1941,2024
Pentti,Saarikoski,1937,1983
A.,Saaret,,
Gholamhossein,Saädi,1936,1985
Saadi,u,1219,1292
Rässul,Rza,1910,1981
,Ryōkan,1758,1831
Josef,Rybák,1904,1992
Alpo,Ruuth,1943,2002
R.,Ruut,,
Vitali,Rutšinski,,
Jadwiga,Rutkowska,,
J.,Rutkowska,,
Edward,Rutherfurd,1948,
Ruth,Rendell,1930,2015
Süleyman,Rustam,1906,1989
Eric Frank,Russell,1905,1978
Hando,Runnel,1938,
Georgi,Rumjantsev,,
Andrei,Rumjantsev,1938,
A.,Rumian,,
Juan,Rulfo,1918,1986
Gerhard,Rühm,1930,
Jaakko,Rugojev,1918,1993
Edmunds,Rudzītis,,
Tomas Arunas,Rudokas,1966,
Tumanovski,Ratmir,1927,1990
Daniil,Rudõi,1925,1983
D.,Rudõi,,
D.,Rudnõi,,
,Tumanovski,,
Sadi,Rudianu,,
S.,Rudianu,,
Mõkola,Rudenko,1920,2004
Steele,Rudd,1868,1935
Rudaki,u,860,941
Nikolai,Rubtsov,1936,1971
Vytautas,Rubnys,,
Anatoli,Rubinov,1924,2009
A.,Rubinov,,
Dina,Rubina,1953,
B.,Rubin,,
Aleksandr,Jurikov,,
Guram,Rtšeulišvili,1934,1960
Mark,Rozovski,1937,
M.,Rozovski,,
Mark,Rozovki,1937,
Ella,Rõžova,1924,
E.,Rõzova,,
Viktor,Rozov,1913,2004
Nugmon,Rozõk,,
Boriss,Rozin,,
Tadeusz,Różewicz,1921,2014
Tadeusz,Różewicz,1921,2012
Vsevolod,Roždestvenski,1895,1977
Robert,Roždestvenski,1932,1994
V.,Rozanov,,
Arundhati,Roy,1961,
Kathleen,Rowntree,,
J. K.,Rowling,1965,
Jean-Marie,Rouart,1943,
Merike,Rõtova,1936,
Juri,Rõtheu,1930,2008
Igor,Roštšuk,1931,1997
Nikolai,Roštšin,1896,1956
Mihhail,Roštšin,1933,2010
Eduard,Rostovtsev,1927,1996
Igor,Rossohhovatski,1929,2015
Johannes,Rössler,,
Matti,Rossi,1934,2017
,Rossi,,
R.,Rõss,,
JoAnn,Ross,,
Ross,Macdonald,1915,1983
J.-H. vanem,Rosny,1856,1940
J. H. (vanem),Rosny,1856,1940
Eckhard,Rösler,1939,2015
Eckhard,Rösler,,
Mária,Rosinská,,
Sándor Friedrich,Rosenfeld,1872,1945
Jonathan,Rosen,1963,
A.,Rosen,,
Jeanne,Rose,,
Mario,Ropp,1917,2007
Tiiu,Roostna,,
Pierre de,Ronsard,1524,1585
Margaret,Ronan,1918,2010
Anatoli,Romov,1935,2024
Alberta,Rommel,1912,2001
Leonid,Romats,,
Vasile,Romantšuk,1947,
B.,Romanovski,,
Galina,Romanova,1950,
Vladimir,Romanov,1943,1989
Viktor,Romanov,,
V.,Romanov,,
Romanos,Melodos,5,-6
Romain,Gary,1914,1980
A.,Rõlov,,
A.,Hvessin,,
Karel,Rollo,,
Natalia,Rolleczek,1919,2019
Kondrati,Rõlejev,1795,1826
Maurice,Roland,1921,1980
Jānis,Rokpelnis,1945,
Manuel,Rojas,18961973,
Matvei,Roizman,1896,1973
Raul,Roine,1907,1960
Vladimír,Rohlena,1921,1987
Nikolai,Roerich,1874,1947
S.,Rodõgin,,
Anna,Rodionova,1945,
Stanislav,Rodionov,1931,2010
Stanislav,Rodionov,,
Aleksandr,Rodin,,
Inés,Rodena,1905,1985
Gianni,Rodari,1920,1980
Jerszi,Rochowiak,,
Corinne,Roche,1957,
Robyn,Bryant,1950,
Valentin,Robov,,
Emil,Robov,,
Suzanne,Robinson,1951,
Kristen,Robinette,,
Vladimir,Rõbin,1926,2006
Nora,Roberts,1950,
Mary,Roberts Rinehart,1876,1958
Robert van,Gulik,1910,1967
Robert,Silverberg,1935,
Rober van,Gulik,1910,1967
Harold,Robbins,1916,1997
Alain,Robbe-Grillet,1922,2008
Horst,Roatsch,,
Vassili,Rjahhovski,1897,1951
Boriss,Rjahhovski,1937,
Lev,Rjabtšikov,1942,
Oleg,Rjabov,,
Nikolai,Rjabov,1896,1965
Mihhail,Rjabinin,1931,1995
Boriss,Rjabinin,1911,1990
Boriss,Rjabikin,,
Nikolai,Rjabetšenkov,1941,1995
Boris,Rjabenki,,
B.,Rjabenki,,
Jamie,Rix,1958,
Richard,Rive,1931,1989
Giannis,Ritsos,1909,1990
Tõnis,Ritson,1956,2010
Claus,Ritsch,,
Jack,Ritchie,1922,1983
Inge,Ristock,1934,2005
liga,Rismane,1937,2012
Alexandra,Ripley,1934,2004
Aku-Kimmo,Ripatti,1931,1994
James,Riordan,1936,2012
Juli,Rintš,,
Paavo,Rintala,1930,1999
Dzidra,Rinkule-Zemzare,1920,2007
Joachim,Ringelnatz,1883,1934
Cornelia,Rimpau,1947,
Christine,Rimmer,,
Rudolf,Rimmel,1937,2003
Vytautas,Rimkevičius,1930,1991
A.,Rijkuris,,
Bohumil,Řiha,1907,1987
Hans-Joachim,Riegenring,1924,2002
Riegenring,H.-J.,,
Jüri,Richter,,
Emma,Richmond,,
Meredith,Rich,,
Adrienne Cecile,Rich,1929,2012
Anne,Rice,1941,2021
Ricardo,Palma,,
Jean,Ribillard,1904,1962
Julio Ramón,Ribeyro,1929,1994
Vladimir,Reznitšenko,1945,
V.,Reznikov,,
Ilja,Reznik,1938,
Andrei,Revjagin,1950,
Thomas,Reuter,,
Pjotr,Retškin,1937,1992
Roberto Fernández,Retamar,1930,2019
Zdsisłav,Reszelewski,1943,1983
Sorin,Reskanu,,
Tom,Renner,,
Suzana,Renčová,,
M.,Remmel,,
T.,Remizov,,
Aleksandras,Remeikis,1929,
Vladimir,Rekšan,1950,
Mirkka,Rekola,1931,2014
Aleksandr,Rekemtšuk,1927,2017
Jenő,Rejtő,1905,1943
Anne N.,Reisser,,
Randi,Reisfeld,,
Astrid,Reinla,1948,1995
Brigitte,Reimann,1933,1973
Miron,Reidel,1924,
Victor Stafford,Reid,1913,1987
Kathy,Reichs,1950,
Karl,Reiche,1902,1959
Ivan,Rehák,,
Renée,Reggiani,1925,2019
Joan,Reeves,,
Michael,Reed,,
Nabatkuli,Redžepov,1946,
Marie,Redonnet,1948,
Josef,Reding,1929,2020
James,Redfield,1950,
Hilve,Rebane,1938,2012
Carill,Reavers,,
Piers Paul,Read,1941,
Domenico,Rea,1921,1994
Lev,Razgon,1908,1999
V.,Razdolski,,
Ray,Bradbury,1920,2012
Kinnan Marjorie,Rawlings,1896,1953
Niilo,Rauhala,1936,
V.,Raudsepp,,
Valve,Raudnask,1936,
Eno,Raud,1928,1996
Irina,Ratušinskaja,1954,
Jossif,Rastrigin,,
Rassul,Hamzatov,1923,2003
Turhan,Rassijev,1942,
Turhan,Rassiev,1942,2025
T.,Rassiev,,
Anatoli,Rass,1939,2018
A.,Rass,,
S.,Raškov,,
V.,Šiškov,,
Aleksandr,Raskin,1914,1971
Mihhail,Raskatov,1874,1941
Ähmät,Räšitov,1936,2020
Šaraf,Rašidov,1917,1983
Rašid,Rašidov,1928,2011
Rašid,Rašidov,,
Hans,Rascher,,
Risto,Rasa,1954,
Anatoli,Ras,,
Sheila,Rann,,
Jüri,Randviir,1927,1996
Rona,Randall,1911,
Ü.,Rand,,
Anna,Rancāne,1959,
Flavien,Ranaivo,1914,1999
K.,Rammus,,
Badavi,Ramazanov,1927,1977
Gergelym,Rákosy,1924,1998
Mečyc,Rakauskas,1938,2020
J.,Raju,,
Bogomil,Rajnov,1919,2007
Boriss,Rajevski,1920,1984
Anna-Maija,Raittila,1928,2012
Bogomil,Rainov,1919,2007
Robert,Raid,1915,1978
Šavkat,Rahmon,1950,
J.,Rahmanin,,
Boki,Rahhim-Zade,1910,1980
Ellinor,Rafaelsen,1945,
Esko,Raento,1948,2008
Bronius,Radzevičius,1940,1980
Ubajd,Radžab,1932,2004
Ubaĭd,Radžab,1932,2004
Radu,Tudoran,1910,1992
Pär,Rådström,1925,1963
Dušan,Radović,1922,1984
Jordan,Raditškov,1929,2004
Aleksandr,Radištšev,1749,1802
Jordan,Radičkov,1929,2004
Jeff,Rackham,,
Vytautas,Račickas,1952,
Abdurodze,Rabija,,
François u,Rabelais,1494,1553
Zsuzsa,Rab,1926,1998
Horacio,Quiroga,1878,1937
Mário,Quintana,1906,1994
Mike,Quinn,,
Charles,Quinel,1868,1942
Adhémar de,Montgon,1886,1946
Mike,Quin,1906,1947
Amanda,Quick,1948,
Francisco de,Quevedo,1580,1645
Patrick,Quentin,,
Rachel de,Queiroz,1910,2003
Salvatore,Quasimodo,1901,1968
Nick,Quarry,1924,1996
Jerzy Janusz,Pytlakowski,1916,1988
Barbara,Pym,1913,1980
Howard,Pyle,1853,1911
Eduard,Puzõrjov,,
Mario,Puzo,1920,1999
Jerzy,Putrament,1910,1986
Pauls,Putniņš,1937,2018
A.,Putjajev,,
Jaroslav,Putík,1923,2013
Viktor,Puškin,2023,2002
Boriss,Pasternak,1890,1960
Sergei,Jessenin,1895,19
Andreas,Püschel,1954,
Laimonis,Purs,1922,2016
Andris,Purinš,1950,
Ken,Purdy,1913,1972
James,Purdy,1914,2009
Christine,Pullein-Thompson,1925,2005
Roxanne,Pulitzer,1951,
Timur,Pulatov,1939,
Marie,Pujmanová,1893,1958
Aldona,Puišytė,1930,
Manuel,Puig,1932,1990
Jose Soler,Puig,1916,1996
Jouko,Puhakka,1922,2002
S.,Pugatšov,,
Ivan,Pudlo,1933,2019
Roza,Ptšjolkina,,
Ivan,Ptašnikav,1932,2016
F.,Pszibora,,
Olga,Pšolenska,,
J.,Pšibora,,
Viktor,Pšenitšnikov,,
Janusz,Przymanowski,1922,1998
Janusz,Przymanovski,1922,1998
Jermi,Przybora,1915,2004
Carl Frederik,Prytz,1922,2002
Kajar,Pruul,1959,
Kozma pseud.,Prutkov,,
Kozma,Prutkov,,
F. К.,Prutkov,,
Grigori,Pruslin,,
Mihhailo,Prudnik,1952,2021
Heda,Prúchová,,
Alf,Prøysen,1914,1970
Lev,Prozorovski,1914,1988
A.,Prozorov,,
Marcel,Proust,1872,1922
E. Annie,Proulx,1935,
Pjotr,Proskurin,1928,2001
Ivan,Prontšatov,1918,2000
Viktor,Pronin,1938,2023
Frederic,Prokosch,1908,1989
Juri,Prokopenko,1937,2002
J.,Prokopenko,,
Gert,Prokop,1932,1994
Sofja,Prokofjeva,1928,2018
Sofia,Prokofjeva,1928,1925
J.,Prokel,,
Valentin,Prohhorov,,
Günter,Prodöhl,1920,1988
Georgi,Prjahhin,1947,
Mihhail,Privšin,1873,1954
Vsevolod,Privalski,1913,
Valeri,Privalihhin,1949,2019
Victor Sawdon,Pritchett,1900,1997
Anatoli,Pristavkin,1931,2008
Robert.,Prismus,,
Robert,Prismus,,
Anton,Prišelets,1893,1972
Luwarsih,Pringgoadisuryo,1930,1994
Boriss,Primerov,1938,1995
Linnar,Priimägi,1954,
Dmitri,Prigov,1940,2007
Juri,Prigornitski,1954,2017
Maria,Prigara,1908,1983
Gunars,Priede,1928,2000
Gunārs,Priede,1928,2000
Karlis,Priditis,,
Katharine Susannah,Prichard,1884,1969
Nancy,Price,1925,2023
Antoine François,Prévost d'Exiles,1697,1763
Jacques,Prévert,1900,1977
Pandelis,Prevelakis,1909,1986
Otfried,Preussler,1923,2013
Fayrene,Preston,1943,
Mirjam,Pressler,1940,2019
,Premtšand,1880,1936
Marin,Preda,1927,1980
Richard Scott,Prather,1921,2007
Terry,Pratchett,1948,2015
Heather Graham,Pozzessere,1953,
Cynthia,Powell,,
Leonid,Potšivalov,1924,2008
Moriss,Potshišvili,1930,19971993
Moriss,Potshišvili,1930,1997
Chaim,Potok,1929,2002
Viktor,Potijevski,1937,2022
Anatol,Potemkowski,1921,2008
Anatol,Potemkovsky,,
Anatol,Potçkowski,,
Lidia,Potapova,,
V.,Posuhhov,,
George,Postolaki,,
V.,Possuhhov,,
Abel,Posse,1934,2023
Oleg,Poskrjobõšev,1930,2007
V.,Posenjuk,,
Vladimir,Portugalov,,
Juri,Portov,1949,2018
Ramil,Portnoi,1908,1965
Aleksandr,Porter,,
I.,Porodin,,
Peter,Popraw,,
llja,Popovski,,
J.,Popovski,,
Ilja,Popovski,,
Ilija,Popovski,,
Alecu,Popovici,1927,1997
Alecu,Popovič,,
Valentin,Popov,1932,2005
Vladimir,Popov,1907,2001
Vassil,Popov,1930,1980
Valeri,Popov,1939,
Valentin,Popov,,
Serafim,Popov,1913,2003
Nikolai,Popov,,
Jordan,Popov,1941,
J.,Popov,,
Gennadi,Popov,,
Anatoli,Popov,,
Dumitru Radu,Popescu,1935,2023
Nikolae,Popa,,
Nicolaie,Popa,1959,
Ülo,Poots,1930,2001
Giuseppe,Pontiggia,1934,2003
Maurice,Pons,1927,2016
H.,Ponomarjova,,
Nikolai,Pomjalovski,1835,1863
Ivan,Polujanov,1926,2008
Brita,Polttila,1920,2008
Jakov,Polonski,18119,1898
Robert,Pollock,1930,2003
Pekka,Pöllä,1940,1989
Mõhhailo,Poljovõi,,
Eduard,Poljanski,,
Veera,Poljanskaja,,
Nadežda,Poljakova,1923,2007
Vladimir,Poljakov,1909,1979
Juri,Poljakov,1921,2012
L.,Poljak,,
A.,Levenbuk,,
Jan,Polištšuk,1921,1996
