first_name,last_name,birth_year,death_year
Diana,West,,
Gitte,Zimmerman,,
Mary,Wesley,1912,2002
Ernestine,Wery,1909,1997
Patricia,Werner,,
Sándor,Weöres,1913,1989
Sally,Wentworth,1930,2001
Liselotte,Welskopf-Henrich,1901,1979
Herbert George (H.G.),Wells,1866,1946
Alfred,Wellm,1927,2001
Janet,Wellington,,
Peter,Weiss,1916,1982
David Cody,Weiss,,
Bobbi J. G.,Weiss,,
David,Weiss,1909,2002
Günther,Weisenborn,1902,1969
Theresa,Weir,,
Jerome,Weidman,1913,1998
Georg,Weerth,1822,1856
Alex,Wedding,1905,1966
J.,Wech,,
Hans,Weber,1937,1987
Peggy,Webb,1942,
Bronislav,Wazinkevicz,,
Wendy,Wax,1963,
Marek,Wawrzkiewicz,1937,
Evelyn,Waugh,1903,1966
Alicyn,Watts,,
Thomas,Watkins,,
Herbjørg,Wassmo,1942,
Dale,Wasserman,1914,2008
Marek Antoni,Wasilewski,1905,1975
Jarosław,Warzecha,1947,
Linda,Warren,1945,
Sylvia Townsend,Warner,1893,1978
Eno Theodoro,Wanke,1929,2001
Wei,Wang,701,761
Maxie,Wander,1933,1977
Minette,Walters,1949,
,Walter,,
Mike,Walsh,,
Martin,Walser,1927,2023
Velma,Wallis,1960,
Leonhard,Wallicht,,
Leonard,Wallicht,,
Robert James,Waller,1939,2017
Irving,Wallace,1916,1990
Ulrich,Waldner,1926,2004
John,Wain,1925,1994
Per,Wahlöö,1926,1975
Maj,Sjöwall,1935,2020
František,Vymazal,1841,1917
D.,Vuros,,
P.,Polev,,
Claudia,Vurnakes,,
Teppo,Vuoristo,,
Theun de,Vries,1907,2005
Volodõmõr,Voznjuk,1950,
Andrei,Voznessenski,1933,2010
Svetlana,Vozlinskaja,,
S.,Vozlinskaja,,
Vladimir,Võssotski,1938,1980
Sergei,Võssotski,1931,
Olga,Võssotskaja,1903,1970
Ostap,Võšnja,1889,1956
Zoja,Voskressenskaja,1907,1992
R.,Vorontšuk,,
N.,Voronov,,
Boriss,Voronov,1903,1986
Sergei,Voronin,1913,2002
Leonid,Vorobjov,1932,1976
A.,Vorobjov,,
John,Vornholt,1951,
Mihhail,Vorfolomejev,1947,2001
Kurt,Vonnegut,1922,2007
Todorka,Võltševa,,
Jakov,Voltšek,1912,1988
pseudonüüm,Voltaire,1694,1778
Juri,Volovitš,1947,
Lion,Izmailov,1940,
Juri,Volovetš,1947,
Jan,Volosiuk,,
Maksimilian,Vološin,1877,1932
Aleksandr,Vološin,1912,1978
Gennadi,Volodin,1936,2013
Aleksandr,Volodin,1919,2001
Larissa,Volodimerova,1960,
J.,Volkov,,
A.,Naumov,,
Irina,Volk,1913,1980
Irina,Volk,,
B.,Volk,,
Vladimir,Volin,1924,1998
Mihhail,Volfson,,
Sergei,Volf,1935,2005
S.,Volarič,,
Vincent,Voiture,1597,1648
Juri,Voitelev,1936,2002
Juri,Voitelev,,
Vladimir,Voinovitš,1932,2018
Vasile,Voiculescu,1884,1963
Vaclav,Vohlprecht,,
Erkin,Vohidov,1936,2016
Christl,Vogl,1941,
David,Vogel,1891,1944
Sydell,Voeller,,
Benno,Voelkner,1900,1975
M.,Vodonossov,,
Jefim,Võdomski,,
J.,Vodõmski,,
Katja,Vodeničarova,1926,2020
Vo,Kuang,,
Boris,Vlǎstaru,1922,1993
Juri,Vlassov,1935,2021
Sergei,Vlassenko,,
Vladimir,Vladin,1933,2016
Georgi,Vladimov,1931,2003
Nikita,Vladimirski,,
Dentšo,Vladimirov,,
D.,Vladimirov,,
Vladimirov,Dentšo,,
Vladimir,Neff,1909,1983
Vladimir,Maksimov,1932,1995
Vladimir,Makanin,1937,2017
A.,Vivsjanko,,
Colette,Vivier,1898,1979
Vassil,Vitka,1911,1996
Grigor,Vitez,1911,1966
Antoine,Vitez,1930,1990
Nikolai,Vitarski,1910,1990
V.,Vitaljev,,
Semjon,Višnevski,1920,1990
Jevgeni,Višnevski,,
Vadim,Suhhoverov,,
D.,Višnevski,,
A.,Višnevetski,,
Marina,Višnevetskaja,1955,
Luchino,Visconti,1906,1976
M.,Franciosa,,
Vasco,Pratolini,1913,1991
P. F.,Campanile,,
S. C.,D'Amico,,
Enrico,Medioli,1925,2017
Leea,Virtanen,1935,2002
Merja,Virtanen,1963,
M.,Virt,,
I.,Katšanov,,
Ganga Prasad,Virnal,1939,2019
Robert,Vinonen,1939,
Jevgeni,Vinokurov,1925,1993
Jevgeni,Vinokurov,1925,1933
Igor,Vinogradski,1934,2008
Sofja,Vinogradskaja,1901,1964
Sofia,Vinogradskaja,1901,1964
Ivan,Vinogradov,1920,1999
Anatoli,Vinogradov,1888,1946
Aleksandr,Vinogradov,1930,2011
Nikolai,Vinnikov,1909,2004
Kari,Vinje,1931,
Mõkola,Vingranovski,1936,2004
Barbara,Vine,1930,2015
Jüri,Vimberg,,
K.,Vilu,,
Marcelle,Villard,,
Valeeria,Villandi,1924,2021
S.,Vill,,
Ēvalds,Vilks,1923,1976
Ēvalds,Vilks,1923,1976
Bitė,Vilimaitė,1943,2014
Mark,Vilenski,1926,1996
M.,Vilenski,,
Irõna,Vilde,1907,1982
В.,Viktorov,,
Boriss,Viktorov,1947,2004
Boriss,Viktorov,,
Terttu,Vikström,1932,1990
Robert,Vikkers,1931,2000
Aleksandr,Kanjevski,1933,
Aleksandr,Kanevski,1933,
Mihhail,Vikkers,,
Lauri,Viita,1916,1965
H.,Viir,,
Aleksandr,Vihrev,1927,1997
Ivan,Vihrenski,,
Vilma,Vigrante,,
Voldemārs,Sauleskalns,1905,1973
Frida,Vigdorova,1915,1965
Nicolae,Vieru,1947,1995
Grigore,Vieru,1935,2009
Berthold,Viertel,1885,1953
Antanas,Vienuolis,1882,1957
Feodossi,Vidrasku,,
Gore,Vidal,1925,2012
Cynthia,Victor,,
F.,Vibe,,
Théophile de,Viau,1590,1626
Boris,Vian,1920,1959
Eižens,Vēveris,1899,1976
Jelena,Vetštomova,1908,1989
V.,Vetrov,,
Anne-Catharina,Vestly,1920,2008
Jefim,Vessenin,1905,1980
A.,Vesselovski,,
Elke,Vesper,1949,
Mihhail,Vešim,1960,
Jan,Veselý,,
J.,Vesely,,
Tarjei,Vesaas,1897,1970
Anatol,Vertinski,1931,2022
Viktor,Verižnikov,,
V.,Verižnikov,,
Ilja,Vergassov,1914,1981
,Vercors,1902,1991
Marcello,Venturoli,1915,2002
Marcello,Venturi,1925,2008
Ilias,Venezis,1904,1973
Irmela,Vendt,,
Petras,Venclovas,1944,
Max,Velthuijs,1923,2005
Mihhail,Veller,1948,
Krum,Velkov,1902,1960
Ali,Velijev,1901,
Andrei,Veitsler,1938,1975
V.,Veit,,
Calis,Melamed,1910,1992
Ene,Veiper,1935,
Rein,Veidemann,1946,
Pjotr,Vegin,1939,2007
Luc de Clapiers de,Vauvenargues,1715,1747
Bill,Vaughan,1915,1977
Ion,Vatamanu,1937,1991
Stepan,Vassiltšenko,1879,1932
Larissa,Vassiljeva,1935,2018
Sergei,Vassiljev,1911,1975
Issidor,Vassiljev,,
A.,Uspenski,,
Flor,Vassiljev,1934,1978
Boriss,Vassiljev,1924,2013
Arkadi,Vassiljev,1909,1972
Aleksandr,Vassiljev,,
Vassili,Livanov,1935,
Ilja,Vassilevski,1882,1938
Aleksandr,Vasjutkov,1946,
M.,Vasilewski,,
,Vasamurti,,
Marja-Liisa,Vartio,1924,1966
Ilja,Varšavski,1908,1974
Zseni,Várnai,1890,1981
Tuula-Liina,Varis,1942,
Otto,Varhia,1910,1956
I.,Vares,,
V,Vare,,
Hannes,Varblane,1949,2022
Konstantin,Vanšenkin,1925,2012
Spiridon,Vangheli,1932,2024
Spiridon,Vangeli,1932,2024
Spiridon,Vangeli,1932,2014
Albert,Vanejev,1933,2001
Philipp,Vandenberg,1941,
Patricia,Vandenberg,1921,2007
Pat,Van Wie,,
A. E.,Van Vogt,1912,2000
A. E. (Alfred Elton),Van Vogt,1912,2000
Marc,Van Laere,,
S. S.,Van Dine,1888,1939
Van,Bien,,
Aleksandr,Vampilov,1937,1972
,Vampi,,
Miklós,Vámos,1950,
Miklós,Vámos,1950,
Arvo,Valton,1935,2024
B.,Valström,,
Eugenijus,Valotka,1938,2015
Ralf,Vallet,,
César,Vallejo,1892,1938
Ramón del,Valle-Inclán,1866,1936
Signe,Väljataga,1930,
Mati,Unt,1944,2005
Lehti,Viiroja,1922,2006
Märt,Väljataga,1965,
Roman,Vališin,1937,1979
Paul,Valéry,1871,1945
I.,Valentinov,,
Donna,Valentino,,
Karl,Valentin,,
Valentin,Rasputin,1937,2015
,Valentin,,
Thomas,Valens,,
Maia,Valejeva,1962,
Zoi,Valassi,,
Katri,Vala,1901,1944
Arkadi,Vaksberg,1933,2011
,Vaižgantas,1869,1933
Ilmar,Vaino,1934,1997
Martynas,Vainilaitis,1933,2006
Arkadi,Vainer,1931,2005
Georgi,Vainer,1938,2009
K.,Vaik,,
Vaino,Vahing,1940,2008
Vaapo,Vaher,1945,2024
Tiit,Vahemets,1942,2012
M.,Vagidov,,
A.,Vaganov,,
Feliks,Velitško,1931,2010
Laimonis,Vâczemnieks,1929,1998
Ojārs,Vācietis,1933,1983
Mihhail,Vaalgõrgõn,1938,1978
V.,Gorski,,
Gentšo,Uzunov,1919,2003
Ljudmila,Uvarova,1918,1990
Urve,Uusküla,,
Iris,Uurto,1905,1994
Olaf,Utt,1929,2016
Kaari,Utrio,1942,
Michael,Utger,1950,
Margit,Ute,,
Nikolai,Ustinovitš,1912,1962
P.,Ustinov,,
Aleksandra,Ussova,,
Albert,Ussoltsev,1941,2001
Pavel,Ussanov,,
Vladimir,Uspenski,1927,2000
Mihhail,Uspenski,,
Eduard,Uspenski,1937,2018
Roman,Katšanov,,
Andrei,Uspenski,1902,1978
Julius,Ürt,1946,
Borõss,Uroda,,
,Urmuz,1983,1923
L.,Urbanik,,
Milo,Urban,1904,1982
Sapar,Urajev,1932,
Arthur William,Upfield,1888,1964
John,Updike,1932,2009
Giuseppe,Ungaretti,1888,1970
A.,Ümera,,
Dondok,Ulzõtujev,1936,1972
Wayne C.,Ulsh,1935,1994
Anna,Uljanova-Jelizarova,1864,1935
Dmitri,Uljanov,,
Lesja,Ukrajinka,1871,1913
Lesja,Ukrainka,1871,1913
Hvatjor,Ujar,1914,2000
Kalo,Uhrik,1932,2015
Eduard,Ugulava,,
V.,Uglovski,,
Fjodor,Uglov,1904,2008
Haljand,Udam,1936,2005
Vjatšeslav,Udalov,,
Timur,Ubaidullo,1948,2023
Hans-Werner,Tzschichhold,,
Tristan,Tzara,1896,1963
Kathleen,Tynan,1937,1995
Anne,Tyler,1941,
Julian,Tuwim,1894,1953
Grõgir,Tutjunnõk,1931,1980
Leonard,Tushnet,1908,1973
Karl-Heinz,Tuschel,1928,2005
Arvo,Turtiainen,1904,1980
Mírzó,Tursunzóda,1911,1977
Mirzo,Tursunzoda,1911,1977
Sattor,Tursun,1946,2023
Parda,Tursun,1909,1957
J.,Turovski,,
Sirkka,Turkka,1939,2021
Jouko,Turkka,1942,2016
Vladimir,Turkin,1924,1982
Dan,Turèll,1946,1993
John,Turber,,
V.,Turapin,,
Ion,Tupsie,,
Sergei,Tupitsõn,,
Juri,Tupitsõn,1925,2011
Helge,Tuomainen,,
Anatoli,Tumbassov,1925,2001
Ratmir,Tumanovski,1927,1990
Daniil,Rudõi,1926,1983
Ratmir,Tumanovki,1927,1990
V.,Tumanov,,
Oleg,Tumanov,,
,Tulkun,,
Filipp,Tulinov,,
Gabdulla,Tukai,1886,1913
Hudaiberdõ,Tuhtabajev,1932,2021
Lodongiin,Tudev,1935,2020
Kurt,Tucholsky,1890,1935
Kurt,Tucholsky,,
Valentin,Tublin,1934,
Viktoria,Tubelskaja,1944,
,Tšžao-Šu-li,1906,1970
Semjon,Tsvigun,1917,1982
Marina,Tsvetajeva,1892,1941
Anastassia,Tsvetajeva,1894,1993
Anastassia,Tsvetajeva,,
I.,Tšuvajev,,
Juri,Tšuk,,
Džafar,Tšujako,,
,Tšudomir,1890,1967
J.,Tšubkov,,
K.,Tšubarov,,
M.,Tšub,,
Tšou,Li-bo,,
Malhaz,Tsotadze,,
M.,Tsotadze,,
Saša,Tšornõi,1880,1932
Kuzma,Tšornõ,1900,1944
Dimitr (Tšudomir),Tšorbodžiiski,1890,1967
Saveli,Tsõpin,1940,2001
Daniel,Tšonkhadze,1830,1860
Vassil,Tsonev,1925,2002
Goderdzi,Tšohheli,1954,
Ivan,Tsõgrõnav,,
V.,Tsõganov,,
Gennadi,Tsõferov,1930,1972
Gennadi,Tšõferov,1930,1972
Vladimir,Tsõbin,1932,2001
Dmitri Kara,Tšoban,1933,1986
Dmitri Kara,Tšoban,1933,1984
,Tsjotka,1876,1916
Vladimir,Tšivilihhin,1928,1984
Vassili,Tšitškov,1925,1985
Givi,Tšitšinadze,1934,1999
Givi,Tšitšinadze,,
V.,Tšitšikov,,
G.,Tšistjakova,,
Nikolai,Tšishan,1908,1987
V.,Tsion,,
Thamaz,Tšiladze,1931,2018
Othar,Tšiladze,1933,2009
Grigol,Tšikovani,1910,1981
Mikael,Tšikatujev,1938,2014
A.,Tšikarov,,
A.,Tšikarkov,,
Otar,Tšidžavadze,,
Jeghiše,Tšharentsh,1897,1937
Vassili,Tšetšvjanski,1888,1937
Igor,Tšervjakov,,
I.,Tšervjakov,,
Tatjana,Tšernova,1953,
Juri,Tšernov,1924,2013
Anatoli,Tšernoussov,1937,2000
Valentin,Tšernõhh,1935,2012
V.,Tsernobrõvtšenko,,
Mihhail,Tšernjonok,1931,2019
Juri,Tšernjavski,,
Juri,Tšernjakov,1939,2019
Vadim,Tšernjak,1934,2008
Jelena,Tšernjajeva,,
G.,Tserbo,,
Anatoli,Tšepurov,1922,1990
Juli,Tšepurin,1914,2003
Volodõmõr,Tšepiga,1956,
Vladimir,Tšepiga,,
V.,Tsepiga,,
Sagdain,Tsend-Ajuuš,,
H.,Tšelebonov,,
V.,Tšekulajev,,
Rezo,Tšeišvili,1933,2015
Geor,Tšedžemtõ,1940,2017
Nikolai,Tšebajevski,1917,1989
Ilia,Tšavtšavadze,1837,1907
Sergei,Tšavain,1937,
Sergei,Tšavain,1888,1937
Artšil,Tšatšibaja,,
Vladimir,Tsarukajev,1929,2005
Ken,Tsaro-Wiwa,1941,1995
Džansug,Tšarkviani,1937,2011
Juri,Tsarik,1938,2014
dalai-laama,Tsangjang Gjatso,1683,1706
Stefan,Tsanev,1936,
Anatoli,Tšalõi,,
Oleg,Tsakunov,1936,2000
Aleksandr,Tšakovski,1913,1994
V.,Tšaikovski,,
Alekhsandre,Tšaidze,,
Said,Tšahkijev,1938,2008
Mõhhailo,Tšabanivskõi,1910,1973
Wiesław,Trzaskalski,,
Chögyam,Trungpa,1939,1987
Margaret,Truman,1924,2008
J.,Truhhanov,,
Kazimierz,Truchanowski,1904,1994
Mõkola,Trublajini,1907,1941
Henri,Troyat,1911,2007
Robert,Tronson,1924,2008
Joanna,Trollope,1943,
Gavriil,Trojepolski,1905,1995
Maria,Trojanskaja,,
Stella,Trofimova,1905,
vennad,Trivzorovid,,
Juri,Trifonov,1925,1981
William,Trevor,1928,2016
Gabriel,Trevis,,
Vassili,Treskov,1961,
Vassili,Treskov,,
Ivan,Trenev,1931,2025
Leonid,Trejer,1945,
Leonid,Treer,1945,
P. L. (Pamela Lyndon),Travers,1899,1996
Bruno,Traven,1890,1969
Aleksandr,Trapeznikov,1953,
Tomas,Tranströmer,1931,2015
Trần Ngọc,Thành,1834,1862
Tran Dang,Khoa,,
M.,Traktin,,
Sergei,Traikov,,
S.,Traikov,,
Timo,Töyrylä,1921,1987
Michel,Tournier,1924,2016
Rodika,Tott,,
I.,Totška,,
Béla Ibrányi,Tóth,,
Jozef,Tot,,
A.,Toša,,
Edwin,Torres,,
Jaime,Torres Bodet,1902,1974
Vladimir,Toropõgin,1928,1980
Peeter,Torop,1950,
G.,Törnequist,,
László,Tormai,,
Roland,Topor,1938,1997
Zaharias,Topelius,1818,1898
Jacqueline,Topaz,,
Kiril,Topalov,1943,
Tony,Wolf,1930,2018
Ülo,Tonts,1931,2016
,Tono,,
Juri,Tõnjanov,1894,1943
Kärt,Tõnisson,1956,
A.,Tomson,,
Charles,Tomlinson,1927,2015
Juri,Tomin,1929,1997
T.,Tomberg,,
Giuseppe,Tomasi di Lampedusa,1896,1957
Valeri,Tomas,,
Miroslava,Tomanová,1906,1991
Josef,Toman,1899,1977
Miroslava,Tomanova,1906,1991
Dmitri,Tolstoba,1947,2015
Küügei,Tölösov,1937,2000
Astrid,Tollefsen,1897,1973
J. R. R. (John Ronald Reuel),Tolkien,1892,1973
Pulod,Tolis,1929,1961
Guillermo,Tolentino,1890,1976
Irina,Tokmakova,1929,2018
Viktoria,Tokareva,1937,
V.,Tokarev,,
Saltšak,Toka,1901,1973
V.,Todorov,,
Anatoli,Toboljak,1936,2001
Tô,Hoài,1920,2014
Tô,Hoài,,
Mira,Tljabitševa,1942,2011
Pavel,Tkatšov,1930,1998
A.,Tkatšov,,
Vera,Tkatšenko,,
Anatoli,Tkatšenko,1926,2009
Wilhelm,Tkaczyk,1907,1982
Hrõhori,Tjutjunnõk,1920,1961
Hrõhir,Tjutjunnõk,1931,1980
Vladislav,Titov,1934,1987
Sorin,Titel,1935,1985
umbes,Tiruvalluvar,4,-7
Boris,Timofejev,,
Vladimir,Timin,1937,2015
Wolfgang,Tilgner,1932,2011
Märta,Tikkanen,1935,
Eeva,Tikka,1939,
V.,Tihvinski,,
Arja,Tiainen,1947,
Gábor,Thurzó,1912,1979
Harry,Thürk,1927,2005
James,Thurber,1894,1961
Elwyn Brooks,White,1899,1985
Crover James,Thurber,1894,1961
Kerstin,Thorvall,1925,2010
Kay,Thorpe,1935,
Vicki Lewis,Thompson,,
S. H.,Thompson,,
Jim,Thompson,1906,1977
Ross,Thomas,1926,1995
Rosie,Thomas,1947,
Dylan,Thomas,1914,1953
Debra Dawn,Thomas,,
Allison,Thomas,,
Dominicos,Theotokopulos,1886,1924
RaeAnne,Thayne,,
Ève,Tharlet,1956,
Josephine,Tey,1896,1952
Walter,Tevis,1928,1984
Marina,Tervonen,1953,
Marina,Tervonen,1942,
V.,Terjohhin,,
V.,Fotejev,,
Franjo,Terhart,1954,
Nikolai,Terentjev,1925,2014
Lisa St Aubin de,Teran,1953,
Sheri S.,Tepper,1929,2016
William,Tenn,1920,2010
Konstantin,Tenjakšev,1922,
Boriss,Reskov,1925,
Eeva,Tenhunen,1937,
Vladimir,Tendrjakov,1924,1984
Vladimir,Tendrjakov,1923,1984
Viktor,Telpugov,1915,1999
Toon,Tellegen,1941,
Georg Philipp,Telemann,1681,1767
K.,Teimer,,
Luule,Teever,,
Eerik,Teder,1928,2004
Lorna,Tedder,,
Sara,Teasdale,1884,1933
Te Hi,Tšen,,
Tế,Hanh,1921,2009
Äbdilda,Täžibajev,1909,1998
Laura,Taylor,,
Alexander,Taylor,1931,
Nicolae,Tăutu,1919,1972
Pavol,Taussig,1949,2023
Ljudmilla,Tatjanitševa,1915,1980
Sándor,Tatay,1910,1991
M.,Tatarski,,
Andrei,Tatarski,1950,2007
Éva,Tasnádi Varga,1924,1979
Toivo,Tasa,1951,
R.,Tarve,,
Mark,Tarlovski,1941,2020
Arseni,Tarkovski,1907,1989
Andrei,Tarkovski,1932,1986
Nikolai,Tarassov,1947,2025
J.,Tarassov,,
Anatoli,Taraskin,1933,2003
Petras,Tarasenka,1892,1962
Kaarel,Tarand,1966,
Juri,Taran,1930,2017
Ilijäs,Täptõg,1934,2016
Ilias,Täptõg,1934,2016
Katri,Tapola,1961,
Tao,Yuanming,365,427
Oili,Tanninen,1933,2024
Reay,Tannahill,1929,2007
Junichiro,Tanizaki,1886,1965
Kajum,Tangrõkulijev,1930,2014
Amy,Tan,1952,
Parvati,Tampi,,
Eda,Tammelo,1947,2012
Aksel,Tamm,1923,1987
Sirató Károly,Tamkó,1905,1980
K.,Tamberg,,
Enriko,Talvistu,1961,
Jussi,Talvi,1920,2007
Jüri,Talvet,1945,
Jozef A.,Tallo,1924,1978
Maarja,Talgre,1945,
Eleonora,Tade,1932,2018
Antonio,Tabucchi,1943,2012
Adibai,Tabõldijev,1926,2021
Galaktion,Tabldze,1892,1959
Ōtomo no,Tabito,665,731
Galaktion,Tabidze,1891,1959
László,Tabi,1910,1989
I.,Tabi,,
Tommy,Tabermann,1947,2010
Wisława,Szymborska,1923,2012
Hubert,Szőgyén-Wittenbach,1908,1942
Alfred,Szklarski,1912,1992
Júlia,Székely,1906,1986
Andrzej,Szczypiorski,1928,2000
Jerzy,Szaniawski,1886,1970
Károly,Szakonyi,1931,
Pál,Szabó,1893,1970
Magda,Szabó,1917,2007
Judit G.,Szabó,1925,2010
István,Szabó,1931,1976
Oldřich,Syrovátka,1925,1992
Robert,Swindells,1939,
Graham,Swift,1949,
Emanuel,Swedenborg,1688,1772
Glendon,Swarthout,1918,1992
Vladimir,Sviridov,,
V.,Sviridov,,
Māra,Svīre,1936,
Vija,Svīkule,1924,1971
Italo,Svevo,1861,1928
Harald,Sverdrup,1923,1992
N.,Sverdlov,,
Svava,Jakobsdóttir,1930,2004
Miroslav,Švandrlik,1932,2009
Miroslav,Švandrlík,1932,2009
Miloslav,Švandrlík,1932,2009
Miroslav,Švandřik,,
Miloslav,Švandrik,1932,2009
Viktor,Suvorov,1947,
Georgi,Suvorov,1919,1944
Margit,Sutrop,1963,
Efua Theodora,Sutherland,1924,1996
Rosemary,Sutcliff,1920,1992
Volt,Suslov,1926,1998
Bogdan,Sušinski,1946,2020
Mart,Susi,1965,
Jacqueline,Susann,1918,1974
Susan,Hill,1942,
Ona,Survilaite,,
Vladimir,Surupov,,
Valeri,Surov,1946,1996
Sergei,Surin,1944,
V.,Surganov,,
Z.,Šur,,
M.,Šur,,
Ljudmila,Suprõgina,,
Jules,Supervielle,1884,1960
Vic,Suneson,1911,1975
Per Olof,Sundman,1922,1992
Nikolai,Šundik,1920,1995
Maksom,Sündetov,1936,1999
Magzom,Sündetov,1936,1999
V.,Šumov,,
Charlene,Summers,,
Taisto,Summanen,1931,1988
Taisto,Summanen,1931,1988
Mark,Sullivan,1958,
Frank,Sullivan,1892,1976
Oljas,Süleymenov,1936,
Olžas,Sülejmenov,1936,
Olzass,Suleimenov,1936,
Gultšehra,Suleimanova,1928,2003
Olzass,Suleimanov,1936,
Gigi,Sulakauri,1953,2012
Artšil,Sulakauri,1927,1997
Düjšen,Sulajmanov,1929,
Magomed,Sulajev,1920,1992
Zeinulla,Šukurov,1927,1970
Amindžon,Šukuhi,1923,1979
Amindžon,Šukuhi,1923,1979
Werner,Sukowski,,
Mihály,Sükösd,1933,2000
Aleksandr,Sukontsev,1924,1999
Aleksander,Sukontsev,1924,1999
A.,Sukontsev,,
Helga,Suits-Kangro,1924,1999
Vassili,Suhhomlinski,1918,1970
Vassil,Suhhomlinski,1918,1970
V.,Suhharevitš,,
Vjatšeslav,Šugajev,1938,1997
Alla,Šugaikina,,
V.,Sudarenkov,,
Vasslili,Subbotin,1921,2015
Suan,Kuin,,
William,Styron,1925,2006
Valja,Stýblová,1922,2020
Hartwig,Stützer,,
Lelde,Stumbre,1952,
Ian,Stuart,1927,
Stepan,Štšipatsov,1899,1980
Galina,Štšerbakova,1932,2010
Anton,Štšerbakov,1908,1978
A.,Štšerbakov,,
Juri,Štšerbak,1934,
Juri,Štšeglov,,
G.,Štšeglov,,
Julian,Stryjkowski,1905,1996
Vassili,Strutinski,,
Nikolai,Strutinski,1920,2003
Semjon,Dranov,,
Arsenti,Struk,1935,2011
Arkadi,Strugatski,1925,1991
Boriss,Strugatski,1933,2012
Varlen,Strongin,1932,2015
V.,Strongin,,
Ragnar,Strömberg,1950,
Lūcia,Stroda,,
Erwin,Strittmatter,1912,1994
Jonas,Strielkūnas,1939,2010
Irina,Strelkova,1924,2006
Volodõmõr,Strekal,1936,
V.,Strekal,,
Stanislav,Stratijev,1941,2000
Stanislav,Stratiev,1941,2000
Rudy,Strahl,1931,2001
Rudi,Strahl,1931,2001
Manfred,Strahl,1940,2000
M.,Strahl,,
Ian,Strachan,1938,
Rex,Stout,1886,1975
V.,Storoženko,,
David,Storey,1933,2017
Eduard,Štorch,1878,1956
Katherine,Stone,1949,
Jean,Stone,,
Irving,Stone,1903,1989
Jevgeni,Stolov,,
Heinrich Alexander,Stoll,1910,1977
Clifford,Stoll,1950,
Erik,Stockmarr,1905,1963
Jelizaveta,Stjuart,1906,1984
I.,Stingrais,,
Robert,Stilmark,1909,1985
Günter,Stillmann,,
S.,Kilian,,
André,Stil,1921,2004
Georg,Stiernhielm,1598,1672
Samuel,Columbus,1642,1679
Paul,Stewart,1955,
Mary,Stewart,1916,2014
Robert,Stevenson,,
James,Stevenson,1929,2017
A.,Stevenson,,
Julius,Stettenheim,1831,1916
Elza,Stērste,1885,1976
Laurence,Sterne,1713,1768
B.,Štern,,
James,Stephens,1880,1950
Eleonora,Stepanova,,
Viktor,Stepanov,1934,1988
Albert,Stepanov,1937,1967
Rado,Stenescu,,
Ilja,Štemler,1933,2022
Mõhhailo,Stelmahh,1912,1983
Jaroslav,Stelmahh,1949,2001
Mihhailo,Stellmahh,1912,1983
Vojtečh,Steklač,1945,2021
Steinn,Steinarr,1900,1958
Werner,Steinberg,1913,1992
H. J.,Stein,,
Gertrude,Stein,1874,1946
Boriss,Štein,1933,2017
Boriss,Stein,,
Aleksandr,Štein,1906,1993
Otto,Steiger,1909,2005
Miermilis,Steiga,1927,2021
Lazars,Volfs,1921,2006
Miermīlis,Steiga,1927,2021
Ellen,Steiber,1955,
Sandra,Steffen,,
Ernestas,Stefanovicius,,
Liljana,Stefanova,1929,2021
Christian,Steen,1912,1977
Danielle,Steel,1947,
Garry Michael,White,,
Jeromin,Stebnitski,,
Jerzy Stefan,Stawinski,1921,2010
John,Stave,1929,1993
John,Stave,1929,1993
Wendi Corsi,Staub,1964,
А.,Stass,,
Afanassi,Stass,,
A.,Stass,,
Kamilla,Staškova,,
Aleksandr,Starostin,1936,2007
Staņislavs,Rubinčiks,1940,1981
V.,Stanilovski,,
Naum,Stanilovski,1938,1992
N.,Stanilovski,,
H.,Stanilovski,,
Vassil,Stanilov,,
N.,Stanilevski,,
Helle,Stangerup,1939,
Emilijan,Stanev,1907,1979
Zaharia,Stancu,1902,1974
Lučezar,Stančev,,
Gaspara,Stampa,1523,1554
Illarion,Stalski,1901,1978
Franziska,Stalmann,1951,
Valeri,Stahhovski,,
Patricia Mary,St. John,1919,1993
Vaidotas,Spudas,1935,1961
Howard,Spring,1889,1965
Günter,Spranger,1921,1992
Günter,Sprang,,
Norman,Spinrad,1940,
Leons,Spinga,1936,1999
Mickey,Spillane,1918,2006
Stephen,Spender,1909,1995
Svjatoslav,Spasski,1926,
Nicholas,Sparks,1965,
Muriel,Spark,1918,2006
Velta,Spāre,1922,1981
Villy,Sørensen,1929,2001
Finn,Søeborg,1916,1992
Wole,Soyinka,1934,
Niina,Sovotokina,,
Ivan,Southall,1921,2008
Noémia de,Sousa,1926,2002
Maris,Soule,1939,
Ivan,Sotšivets,1917,2004
I.,Sotšivets,,
Vasil,Sotirov,1947,
Kasõmõr,Sossis,,
Viktor,Sosnora,1936,2019
Oleg,Sosnitski,,
Volodõmõr,Sosjura,1898,1965
Vladislav,Šošin,1930,2008
Vassili,Sorokin,,
Valentin,Sorokin,1936,2025
pseud.,Sorbon,1940,
,Sorbon,1940,
Sophokles,u,496,406
Boriss,Sopelnjakk,1937,
Miralda,Soovlik,,
Jaan,Sootak,1948,
J.,Sootak,,
Enn,Soosaar,1937,2010
K.,Soopere,,
Utuy Tatang,Sontani,1920,1979
Mõkola,Sõngajevski,1936,2013
