teaviku_laad,sihtrühm,pealkiri,autor,originaal_pealkiri,Žanr,tõlkija,lähtekeel,lähtekirjandus,toimetaja,ees__järelsõna_autor,ilmumiskoht,kirjastaja,ilmumisaasta,füüsiline_kirjeldus,trükikordus,sarjaandmed,arvustatava_tõlkeraamatu_autor,väljaanne,number_leheküljed,sisu,märkused,id
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Viimane takistus","Francis, Dick 1920-2010",teadmata,romaanid,"Taavet, E.",vene,inglise,,,,,19801981,,,,,"<p>Leninlik Lipp</p>","13., 18.-19., 23.-25., 30. dets.; 1., 5.-9, 14.-17, 20.-24., 27, 29.-30. jaan.; 3.-7., 10.-13., 17., 19.-20., 24.-27. veebr.; 3.-6., 11.-13., 17.-20., 24.-27., 31. märts; 1.-4., 7.-9., 11., 14.-15., 17.-18. apr.",,"Ajalehes autori nimi ekslikult Dick Frencis. Ajakirjast Искатель",77692
Tõlkeraamat,"Laste- ja noortekirjandus","Laane hulkur : seiklusi Ameerika metsikuist kõrbeist","Ferry, Gabriel 1809-1852","Le coureur des bois",romaanid,"Kõiv, Arnold",prantsuse,prantsuse,,,Nõmme,Odav,19291930,"11 annet (360 lk.)",,,,,,,"Väljaandes: eesti noorsoole ümbertöötanud Arnold Kõiv. Ferry, Gabriel, ps = Bellemare, Louis Ferry Gabriel de",57784
Tõlkeraamat,"Täiskasvanute ilukirjandus","Must kapten ehk Lendav Hollandlane","Fels, Guido von 1859-u.1918","Der fliegende Holländer",romaanid,teadmata,saksa,saksa,"Elmlo, Voldemar 1912-1945",,Tallinn,"V. Elmlo",19371938,"22 annet (703, [1] lk.)",,"Väikeraamat ""Pere",,,,,"Väljaandes: toimetanud V. Elmlo. 1.-11. anne-1937, 12.-22. anne-1938. Guido von Fels, ps = Paul Walter",57792
Tõlkeraamat,"Täiskasvanute ilukirjandus","Saladuslik Jack : põnevaim kriminaalromaan","Fels, Guido von 1859-u.1918","Jack, der geheimnißvolle Mädchenmörder",romaanid,teadmata,saksa,saksa,,,Tartu,"Eesti Rahvakirjastus",19391940,"64 annet (1024 lk.)","2. tr",,,,,,"Guido von Fels, ps = Paul Walter. 1.-5. anne ilmus Tartus A. Künnapuu kirjastusel. Anded 1-43 ilmusid 1939, 44-64 1940. Esitrükk: Tallinn : J. Koger, 1906-1907 (ilmus pealkirja all: Jack, saladusline inglane, ehk, Truuduseta naisterahvad)",57800
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Noor kaardivägi","Fadejev, Aleksandr 1901-1956","Молодая гвардия",romaanid,"Raidsalu, Elisabeth 1900-1970",vene,vene,,,,,19451946,,,,,"<p>Noorte Hääl</p>","14., 17., 19., 21., 24. apr., 8., 10., 12., 15., 17., 19., 22., 24., 26., 29., 31. mai, 2., 9., 12., 14., 23., 26., 28. juuni, 3., 5., 7., 10., 12., 14., 17., 20., 28., 31. juuli, 14., 16., 18., 21., 23., 25., 28. aug., 1., 4., 11., 15., 18., 20., 25. sep",,"Andmed tõlkija kohta: e-kataloog ESTER",67289
Tõlkeraamat,"Täiskasvanute ilukirjandus","Prantsuse talupoja ajalugu : Erckmann-Chatriani ajalooline roman",Erckmann-Chatrian,"Histoire d’un paysan",romaanid,"Vilde, Linda 1880-1966; Grünstamm, Voldemar 1876-u.1913",teadmata,prantsuse,,,Tartu,"J. Reevits",19081909,"154 [anne 1-10], 158, 191, 176 lk",,,,,,,"Raamatus: Eesti keelde Linda Jürmann ja W. Grünstamm. [Erckmann-Chatrian, pseud = Émile Erckmann (1822–1899) ja Alexandre Chatrian (1826–1890)]. [1-3 ilmusid 1908, 4-10 (koos) 1909]",84601
Tõlkeraamat,"Täiskasvanute ilukirjandus","Kolm musketääri : [romaan]. 1. osa","Dumas, Alexandre, vanem 1802-1870","Les trois mousquetaires",romaanid,"Helken, Ormus",prantsuse,prantsuse,,,Tallinn,Videvik,19231924,"8 annet (256 lk.)",,,,,,,,57777
Tõlkeraamat,"Täiskasvanute ilukirjandus","Krahv Monte-Kristo : (Le comte de Monte-Christo) : romaan","Dumas, Alexandre, vanem 1802-1870","Le comte de Monte-Cristo",romaanid,"Kõiv, Arnold",prantsuse,prantsuse,,,Tallinn,"A. Nurk",19361937,"37 annet (1192 lk.)",,,,,,,"Väljaandes: eestistanud Arnold Kõiv. 1.-17. anne (1936), 18.-37. anne (1937)",57789
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Kaks Dianat","Dumas, Alexandre vanem 1802-1870","Les Deux Diane",romaanid,"Piklep, J.",teadmata,prantsuse,,,,,19091910,,,,,<p>Saarlane</p>,"7. jaan., nr 1, lk 1-2 - 30. dets., nr 96, lk 2; 1910 : 9. jaan., nr 1, lk 1-2 - 27. märts, nr 22, lk 1-2",,"Väljaandes: Eesti keelde J. Piklep",48754
Tõlkeraamat,"Laste- ja noortekirjandus","Süda : raamat noorusele : esimene ja teine jagu","De Amicis, Edmondo 1846-1908",Cuore,jutustused,"Elken, Aliide",itaalia,itaalia,,,Tartu,"Odamees-Carl Sarap",19241925,"2 osa (127, 112, [2] lk.)",,,,,,,,57778
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Hommikupalvus Rapallos","Dangulov, Savva 1912-1989","Заутреня в Рапалло",romaanid,"Piirimägi, M.",vene,vene,,,,,19831984,,,,,<p>Õhtuleht</p>,"19.-24. dets., 26. dets.; 1984: 2.-3., 5.-7., 9.-11., 14., 16.-18., 20.-21., 23.-24., 26., 28., 31. jaan.; 1., 3., 6., 8.-10., 16.-18., 21.-23., 28.-29. veebr.; 1-2., 6., 12.-17., 19.-22., 24., 26.-31. märts; 2. apr.",,,73839
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Hommikupalvus Rapallos","Dangulov, Savva 1912-1989","Заутреня в Рапалло",romaanid,"Piirimägi, M.",vene,vene,,,,,19831984,,,,,<p>Õhtuleht</p>,"19.-24., 26. dets.; 2.-3., 5.-7., 9.-11., 14., 16.-18., 20.-21., 23.-24., 26., 28., 31. jaan.; 1., 3., 6., 8.-10., 16.-18., 21.-23., 28.-29. veebr.; 1-2., 6., 12.-17., 19.-22., 24., 26.-31. märts; 2. apr.",,,76673
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus",Inimkompuuter,"Crichton, Michael 1942-2008",teadmata,romaanid,"Treimann, Hans 1933-2014",teadmata,ameerika,,,,,19761977,,,,,<p>Horisont</p>,"nr, 5, lk 38-41; nr 6, lk 30-34; nr 7, lk 31-33; nr 8, lk 32-34; nr 9, lk 30-33; nr 10, lk 26-28; nr 11, lk 35-37; nr 12, lk 36-40; nr 1, lk 30-32 ; nr 2, lk 34-36; nr 3, lk 34-37; nr 4, lk 33-35; nr 5, lk 33-35; nr 6, lk 25-30",,,79083
Tõlkeraamat,"Täiskasvanute ilukirjandus","Põgenemine abielu eest","Courths-Mahler, Hedwig 1867-1950","Die Flucht vor der Ehe",romaanid,teadmata,saksa,saksa,,,Tallinn,Uudisleht,19351936,"130 lk.",,,,,,,"Ajalehe joonealune: Uudisleht 1935-1936",57278
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Kaardid laual","Christie, Agatha 1890-1976",teadmata,jutustused,"Murss, M.",inglise,inglise,,,,,19851986,,,,,"<p>Harju Elu</p>","12., 14., 17., 19., 21., 26., 28. sept.; 3., 10., 12., 15., 17., 19., 22., 26., 29. okt.; 2., 5., 7., 12., 16., 18., 21., 23., 26., 28. 30. nov.; 3., 5., 7., 10., 12,, 17., 19., 24., 26., 31. dets.; 4., 7., 9., 11., 14., 16., 18., 21., 25., 28. jaan.; 1.,",,,73334
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Kaardid laual","Christie, Agatha 1890-1976",teadmata,jutustused,"Murss, M.",inglise,inglise,,,,,19851986,,,,,"<p>Harju Elu</p>","12., 14., 17., 19., 21., 26., 28. sept.; 3., 10., 12., 15., 17., 19., 22., 26., 29. okt.; 2., 5., 7., 12., 16., 18., 21., 23., 26., 28. 30. nov.; 3., 5., 7., 10., 12,, 17., 19., 24., 26., 31. dets.; 4., 7., 9., 11., 14., 16., 18., 21., 25., 28. jaan.; 1.,",,,76171
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Miljon dollarit","Christie, Agatha 1890-1976",teadmata,jutustused,"Mirring, T.",inglise,inglise,,,,,19771978,,,,,"<p>Tallinna Polütehnik</p>","16., 23. dets.; 6., 13. jaan.",,,78713
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Mõistatuslik tempel","Christie, Agatha 1890-1976",teadmata,romaanid,teadmata,teadmata,inglise,,,,,19741975,,,,,"<p>Harju Elu</p>","17., 19., 24., 26., 28. sept.; 1., 3., 5., 8., 10., 12., 15., 19., 22., 24., 26., 29. okt.; 2., 5., 7., 14., 16., 19., 23., 26., 28., 30. nov.; , 3. 5., 10., 12., 14., 17., 19., 21., 26. dets.; 4., 7., 9., 11., 14., 16., 18., 21., 23., 25., 28. jaan.; 1.,",,,80817
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Mõistatuslik tempel","Christie, Agatha 1890-1976",teadmata,romaanid,teadmata,teadmata,inglise,,,,,19741975,,,,,"<p>Nõukogude Hiiumaa</p>","15., 17., 19., 22., 24., 26., 29., 31. okt.; 2., 5, 7., 12., 14., 16., 19., 21., 23., 26., 28. nov.; 3., 5., 10., 12., 14., 17., 19., 21., 24., 26., 31. dets.; 4., 7., 9., 11., 14., 16., 18, 21., 23, 25, 28. jaan.; , 4., 6., 8., 11., 13., 15., 18., 22., 2",,,80818
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Kümme väikest neegripoissi","Christie, Agatha 1890-1976","Ten Little Niggers",romaanid,teadmata,teadmata,inglise,,,,,19731974,,,,,"<p>Harju Elu</p>","27., 29. nov.; 1., 4., 6., 11., 13., 15., 20., 22., 25. dets.; 3., 5., 8., 10., 11., 15., 19., 22., 24., 26., 29. jaan.; 2., 5., 7., 9., 12., 14., 16., 19., 21., 23., 28. veebr.; 5., 7., 14., 16., 19., 21., 23., 28. märts; 2., 4., 6., 9. apr.",,,81482
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Pealesõidu toimik","Chase, James Hadley 1906-1985",teadmata,romaanid,"Odar, I.",vene,inglise,,,,,19781979,,,,,"<p>Leninlik Lipp</p>","26.-27., 31. okt.; 1.-2., 4., 10.-11., 14.-18., 21.-25., 28.-30. nov.; 1.-2., 5.-9., 12., 14., 16., 19.-22., 26.-30. dets.; 3.-6., 9.-13., 16.-20., 23.-27., 30.-31. jaan.; 1.-3., 6.-10. veebr.",,"Ajakirjast Искатель",78321
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus",Ülemkohtunik,"Caine, Hall 1853-1931","The Deemster",romaanid,teadmata,teadmata,inglise,,,,,19081909,,,,,"<p>Kirjandusline lisa : [Päevalehe ja ajalehe Aeg kaasanne]</p>","nr 208, lk 823-824 - 1909, nr 1, lk 3-4.",,"Väljaandes: Th. H. Hall Caine roman.",31345
Tõlkeraamat,"Täiskasvanute ilukirjandus","Pariisi saladused : Margarete Steinheil : põnevaim armastus-, seiklus- ja kriminaalromaan","Büttner, Heinrich 1908-1970",,romaanid,"Vään, Richard 1915?-?",saksa,saksa,,,Tartu,"Eesti Rahvakirjastus",19381939,"44 annet (693 lk.)",,Põnevusromaan,,,,,"Kaanel autor märkimata; kirjastaja A. Künnapuu",57797
"Perioodikas ilmunud tõlge","Laste- ja noortekirjandus","Maks ja Moorits : lugu kahest marakratist seitsmes jaos","Busch, Wilhelm 1832-1908","Max und Moritz eine Bubengeschichte in sieben Streichen",jutustused,teadmata,saksa,saksa,,,,,19841985,,,,,<p>Pioneer</p>,"nr 9; nr 10; nr 11; nr 12; nr 1; nr 2; nr 3, lk 30-31",,Piltjutustus,73591
"Perioodikas ilmunud tõlge","Laste- ja noortekirjandus","Maks ja Moorits : lugu kahest marakratist seitsmes jaos","Busch, Wilhelm 1832-1908","Max und Moritz eine Bubengeschichte in sieben Streichen",jutustused,teadmata,saksa,saksa,,,,,19841985,,,,,<p>Pioneer</p>,"nr 9; nr 10; nr 11; nr 12; nr 1; nr 2; nr 3, lk 30-31",,Piltjutustus,76427
Tõlkeraamat,"Täiskasvanute ilukirjandus","Tarzan : suurromaan Aafrika džungleist","Burroughs, Edgar Rice 1875-1950","Jungle tales of Tarzan",romaanid,"Vään, Richard 1915?-?",inglise,ameerika,,,Tartu,"R. Vään",19391940,"32 annet (512 lk.)",,,,,,,"Kaanel pealkirja täiendandmed: Džungli saladused",44445
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Härra de Molière'i elu","Bulgakov, Mihhail 1891-1940","Жизнь господина де Мольера",romaanid,"Unt, Mati 1944-2005; Gross, Artur; Ojamaa, Ott 1926-1996; Palm, E.",vene,vene,,,,,19741975,,,,,"<p>Kultuur ja Elu</p>","nr 3, lk 30-33; nr 4, lk 36-40; nr 5, lk 36-40; nr 6, lk 28-32; nr 7, lk 33-35; nr 8, lk 32-36; nr 9, lk 31-34; nr 10, lk 26-29; nr 11, lk 35-39; nr 12, lk 33-36; nr 1, lk 31-34; nr 2, lk 32-37; nr 3, lk 30-35; nr 4, lk 31-35",,"Peatükke samanimelisest biograafilisest romaanist",80774
Tõlkeraamat,"Täiskasvanute ilukirjandus","Marino Marinelli : ülipõnev seiklusromaan Veneetsia minevikust","Brühl, Gustav von","Der Galeerensclave, Seeräuber und Inselkönig Marino Marinelli, oder, Die Blutnacht von Venedig : historisch-romantische Geschichte",romaanid,teadmata,saksa,saksa,,,Tartu,Rada,193819391940,"39 annet (468 lk.)",,,,,,,"Anded 1-7 ilm. 1938, 8-37 1939, 38-39 1940",57798
Tõlkeraamat,"Täiskasvanute ilukirjandus","Marietta, ehk, Galeeriorja tütar : armastus- ja põnevusromaan Prantsusmaa minevikust","Brühl, Al.",teadmata,romaanid,teadmata,teadmata/undetermined,teadmata/undetermined,"Nurk, August",,Tallinn,"A. Nurk",19381939,"34 annet (1083 lk.)",,"Väikeraamat ""Pere",,,,,,44241
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Male ohver","Brinker, Jan",teadmata,jutud,teadmata,teadmata,teadmata,,,,,11934,,,,,<p>Kodu</p>,"nr 4, lk 126-127",,,67373
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Armsad inimesed","Boguslavskaja, Zoja 1924-",teadmata,romaanid,"Huik, Toomas 1931-2020",vene,vene,,,,,19851986,,,,,"<p>Noorte Hääl</p>","20.-22., 24., 29., 30. nov.; 1., 4.-8., 11.-15., 18.-21., 25.-29. dets.; 3.-5., 8.-11., 15.-19., 22.-26., 29.-30. jaan.",,,73327
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Armsad inimesed","Boguslavskaja, Zoja 1924-",teadmata,romaanid,"Huik, Toomas 1931-2020",vene,vene,,,,,19851986,,,,,"<p>Noorte Hääl</p>","20.-22., 24., 29., 30. nov.; 1., 4.-8., 11.-15., 18.-21., 25.-29. dets.; 3.-5., 8.-11., 15.-19., 22.-26., 29.-30. jaan.",,,76164
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus",Kaitse,"Boguslavskaja, Zoja 1924-",teadmata,jutustused,"Huik, Toomas 1931-2020",vene,vene,,,,,19781979,,,,,"<p>Noorte Hääl</p>","6.-10., 12.-13., 16.-17., 19., 21.-24., 26.-31. dets.; 1., 3.-7., 9.-14., 16.-21., 23. jaan.",,,78305
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Kristuse pärast","Bogurad, Jerzy 1852-1928","Pro Christo",romaanid,"Kõrv, Jakob 1849-1916",teadmata,poola,,,,,19041905,,,,,"<p>Valguse lisaleht</p>","1. juuni, nr 22 - 28. dets., nr 52; 1905: 4. jaan., nr 1 - 17. mai, nr 20",,"Väljaandes: Poola kirjaniku Georg Bogurada romaan-jutustus Kristuse ajast. Eesti keelde pannud J. W. Kõrw. [Georg Bogurada = Jerzy Bogurada, pseud = Mikołaj Czerny]",88243
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus",Pitsatsõrmus,"Berkesi, András 1919-1997",teadmata,romaanid,teadmata,teadmata,ungari,,,,,19801981,,,,,"<p>Harju Elu</p>","8., 10., 12., 17., 19., 22., 26. apr.; 1. 13., 15., 22., 24., 27., 31. mai; 3., 10., 12., 14., 17., 21., 24., 26., 28. juuni; 1., 3., 8., 10., 15., 17., 24., 26., 29., 31. juuli; 2., 5., 7., 9., 12., 14., 16., 19., 23., 28. aug.; 2., 4., 6., 9, 11., 13., ",,,77690
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Uus ametikoht : romaan","Bek, Aleksander 1903-1972",Новое назначение,romaanid,"Traat, Victoria 1942-",vene,vene,,,,,19871988,,,,,<p>Õhtuleht</p>,"9.-12., 16.-17., 19.-21., 23.-28., 30. nov.; 1.-4.,-7.-10., 12., 14.-18., 21., 24., 29.-30. dets.; 9., 11.-16., 18., 22.-23., 25.-26., 28.-30. jaan.; 1.-6., 8.-10. veebr.",,,72839
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Uus ametikoht : romaan","Bek, Aleksander 1903-1972",Новое назначение,romaanid,"Traat, Victoria 1942-",vene,vene,,,,,19871988,,,,,<p>Õhtuleht</p>,"9.-12., 16.-17., 19.-21., 23.-28., 30. nov.; 1.-4.,-7.-10., 12., 14.-18., 21., 24., 29.-30. dets.; 9., 11.-16., 18., 22.-23., 25.-26., 28.-30. jaan.; 1.-6., 8.-10. veebr.",,,75676
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Võtmeta maja : novell-kroonika. 1","Azarov, Aleksei; Kudravtsev, Vladislav","Дом без ключа",novellid,teadmata,vene,vene,,,,,19781979,,,,,"<p>Harju Elu</p>","28. veebr.; 2., 11., 14., 16., 21., 23., 25., 28. märts; 1., 4., 8., 11., 15., 18., 22., 25., 27. apr.; 6., 11., 16., 18., 23., 25., 27. 30. mai; 6., 8., 13., 15., 17., 20., 22. juuni; 23., 25., 27., 30. jaan.; 1., 3., 6., 8., 10., 13., 15., 17., 20., 24",,,78725
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Tormi ootus","Avdejenko, Juri 1933-1982","Ожидание шторма",jutustused,"Jäger, S.; Odar, I.",vene,vene,,,,,19771978,,,,,"<p>Leninlik Lipp</p>","25.-26., 29.-30. nov.; 1.-2, 6.-9., 13.-14., 16.-17., 20., 23.-24., 27.-30. dets; 3.-7., 10.-14., 17.-21., 24.-28., 31. jaan.; 1.-3., 7.-10., 14.-18., 21.-24., 28. veebr.; 1. märts",,"Ajakirjast Подвиг",78692
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Surma hingus","Asimov, Isaac 1920-1992",teadmata,jutustused,"Tamm, V.",inglise,ameerika,,,,,19731974,,,,,<p>Horisont</p>,"nr 7, lk 34-38; nr 8, lk 35-38; nr 9, lk 35-39; nr 10, lk 36-38; nr 11, lk 30-34; nr 12, lk 34-37; 1974 nr 1, lk 36-38; nr 2, lk 33-37; nr 3, lk 31-36; nr 4, lk 34-37; nr 5, lk 33-37; nr 6, lk 33-37",,,81479
"Perioodikas ilmunud tõlge","Laste- ja noortekirjandus","Üleeile ja ülehomme","Aleksin, Anatoli 1924-2017","Позавчера и послезавтра",jutustused,"Laubre, Maris",vene,vene,,,,,19751976,,,,,<p>Pioneer</p>,"nr 8, lk 37-39; nr 9, lk 40-41; nr 10, lk 40-41; nr 10, lk 38-39; nr 12, lk 42-43; nr 1, lk lk 39-40",,,81220
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus",Käsi,"Albert-Jean 1892-1975",teadmata,jutud,teadmata,teadmata/undetermined,prantsuse,,,,,19238,,,,,<p>Kodu</p>,"nr 18, sept., lk 555-556",,"Albert-Jean (pseud.) = Jean,  Marie-Joseph-Albert-François",48117
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Nägu maski varjus","Addams, Peter 1917-1975",teadmata,romaanid,"Ariva, Linda 1921-2009",saksa,saksa,,,,,19771978,,,,,<p>Edasi</p>,"7.-10., 13.-17., 20.-24., 27.-31. dets.; 3.-7., 10.-14., 17.-21., 24.-27. jaan.",,"[Addams, Peter = Djacenko, Boris]",78712
"Perioodikas ilmunud tõlge","Täiskasvanute ilukirjandus","Peremeheta kohver","Adamov, Arkadi 1920-1991","Чемодан без хозяина",jutustused,"Jürna, Juhan-Kaspar 1931-1982",vene,vene,,,,,19721973,,,,,"<p>Noorte Hääl</p>","30. nov.; 1.-3., 5., 7.-8., 10., 12., 13.-17., 20.-24., 26.-31. dets.; 1. jaan.",,,82166
"Perioodikas ilmunud tõlge","Laste- ja noortekirjandus","Nõiatulp : ulmejutt","Abramov, Sergei 1944-2024",teadmata,jutud,"Maksing, Meta",vene,vene,,,,,19801981,,,,,<p>Säde</p>,"12., 16., 26. juuli; 2., 6., 9., 16., 23., 27. aug.; 3., 6., 13., 17., 20., 27. sept.; 4., 9., 11., 22., 25., 29. okt.; 1., 15., 22., 26., 29. nov.; 3., 13., 17., 20., 24. dets.; 7., 10., 17. jaan.",,,78190
Tõlkearvustus,"Täiskasvanute ilukirjandus","Zsigmond Móricz: Mudakuld. Romaan. Ungari keelest tõlkinud A. Murakin. K.-ü ""Loodus"" Tartus 1929. ""Looduse kroonine romaan nr 1 : [Rets.: Zsigmond Móricz. Mudakuld. Tartu : Loodus, 1929]","A. K.",Sárarany,romaanid,"Murakin, Ants 1892-1975",ungari,ungari,,,,,12929,,,"Looduse kroonine romaan nr 1","Móricz, Zsigmond 1879-1942",<p>Päevaleht</p>,"3. veebr., nr 33, lk 8",,,52312
Tõlkeraamat,"Täiskasvanute ilukirjandus","Irmgard : hästi põnew romaan",,teadmata,romaanid,"Neumann, Mihkel 1866-1941",teadmata/undetermined,teadmata/undetermined,,,Tallinn,teadmata,19231924,"23 annet (733 lk.)",,,,,,,"Kaanel pealkirja täiendandmed: Ülipõnew romaan; tõlkija M. Neumann. Allikas: Eesti raamatute üldnimestik 1924 nr. 69; 1. andest kaks erinevat trükki",45109
Tõlkeraamat,"Täiskasvanute ilukirjandus","Irmgard : põnevaim kriminaal- ja armastusromaan, mille on kirjutanud elu",,teadmata,romaanid,"Neumann, Mihkel 1866-1941",teadmata/undetermined,teadmata/undetermined,,,Tartu,"Eesti Rahvakirjastus",19391940,"35 annet (560 lk.)","2. tr.",,,,,,"Redigeeritud väljaanne 1923.-1924. a. ilmunud M. Neumanni tõlkest",45110
