name,birth_year,death_year
"Korniitšuk, Oleksandr",1905.0,1972.0
"Körling, E.",,
"Korinthy, Fridyes",,
"Korinthy, F.",,
"Korhonen, Veikko",1888.0,1942.0
"Körding, Erich",,
"Körding, Ehrich",,
"Körding, E.",,
"Kõrde, E.",,
"Koppersack, A.",,
"Koponen, Aarne",,
"Kontio, Jukka",1897.0,1976.0
"Kononov, Igor",,
"Kononov, Aleksandr",1895.0,1957.0
"Kononenko, Jelena",1903.0,1981.0
"Kononenko, J.",,
"Koninski-Weiss, M.",1858.0,
"König, Otto",1882.0,1932.0
"Komissarova, Maria",1903.0,1994.0
"Komissarova, Maria",,
"Komarovski, Gleb",1923.0,1984.0
"Komarovski, Nikolai",,
"Kölwel, Gottfried",1889.0,1958.0
"Kolvel, G.",,
"Koltunov, Jossif",1910.0,1950.0
"Koltsov, Mihhail",1898.0,1940.0
"Koltsov, Mihhail",1898.0,1940.0
"Kolossov, A.",,
"Kolosov, A.",,
"Kolõškin, V.",,
"Kolesnikov, N.",,
"Kölcsey, Ferenc",1790.0,1838.0
"Kolas, Jakub",1882.0,1956.0
"Kojonen, Rope",1874.0,1931.0
"Koit, Ülo",1925.0,1996.0
"Kohoff-Ferstl, H.",,
"Kohlnam, C.",,
"Köhler, Th. H.",,
"Köhler, T. H.",,
"Köhler, Ernst",,
"Köhler, A.",,
"Köhler-Hanssen, E.",,
"Kögl, Ferdinand",1890.0,1956.0
"Kogen, Roi",,
"Kogan, Naum",1873.0,1941.0
"Kofler, Franz Josef",1894.0,1961.0
"Koenig, A.",,
"Koelsch, Adolf",1879.0,1948.0
"Koch, O.",,
"Koch, Harald",,
"Koch, Edmund",,
"Knox, I. E.",,
"Knorre, Fjodor",1903.0,1987.0
"Knöpfel, L.",,
"Knopf, Julius",1863.0,1935.0
"Knjazev, Vassili",1887.0,1937.0
"Knight, Kobold",1895.0,1954.0
"Knecht, Vladimir",1900.0,1950.0
"Knatz, Karlernst",1882.0,1951.0
"Klug, J.",,
"Klug, Ignaz",1877.0,1929.0
"Klotz, Petrus",1878.0,1967.0
Klotov,,
Janovski,,
"Kloos, Willem",1859.0,1938.0
"Kloepffer, Walter",,
"Klockenbusch, H.",,
"Klinsky, Emilian",,
"Klins, Kaarel",,
"Klins, K.",,
"Kleszczyński, Zdzisław‏ ‎",1889.0,1938.0
"Klepetar, Helene",1877.0,1933.0
"Kleorss, Sophie",,
"Kleinschmidt, Karl",,
"Klein, Ernst",1907.0,1949.0
"Klein, E.",,
"Klein-Ehrenwalten, Arthur von",,
"Kleiche, J.",,
"Klaussen, Klaus",,
"Klaussen, K.",,
"Klausen, Wilhelm",,
"Klass, Gurt",,
"Klaila, Erich",,
"Klages, Victor",1899.0,1978.0
"Klaeger, Heinrich",,
"Kladiašvili, Sergo",1893.0,1986.0
"Kläber, Kurt",1857.0,1959.0
"Kivistö, Ukko,",1891.0,1962.0
"Kivistö, Ukko",1891.0,1962.0
"Kittl, Gerda Maria",,
"Kittl, Gerda",,
"Kispert, Annette",,
"Kisbán, Nikolaus",,
"Kirss, E.",,
"Kirsanov, Semjon",1906.0,1972.0
"Kirenau, V.",,
"Kirchbach, M. v.",,
"Kinndt, Otto",,
"Kinndt, K.",,
"Kink, M.",,
"King, Frank",,
"Kind, Robert",,
"Kind, R.",,
"Kimball, Alice",1907.0,2001.0
"Kilpinen, Yrjö",1892.0,1959.0
"Killip, Blues",,
"Kilian, Zoltan",,
"Kiipus, E.",,
"Kieviet, Cornelius Johannes",1858.0,1931.0
"Kiel, S.",,
"Kiel, Hans",,
"Kiel, H.",,
"Kichm, Mary B.",,
"Kibuvits, Leida",1907.0,1976.0
Kibi no Asomi Makibi,695.0,775.0
"Kiačeli, Leo",1884.0,1963.0
Ki no Tomonori u.,850.0,904.0
"Khan, Hedayet Ahmed",,
"Kežun, Bronislav",1914.0,1984.0
"Keyes, Michael",,
"Keverne, Richard",1882.0,1950.0
"Keun, Irmgard",1905.0,1982.0
"Kessler, Aleksander",,
"Mannhof, Harald",,
"Kessel, S.",,
"Kessel, Joseph",1898.0,1979.0
"Izvolski, Hélène",1896.0,1975.0
"Iswolsky, Hélène",1863.0,1928.0
"Kersten, Taut",,
"Kersten, H.",,
"Kernmayr, Hans Gustl",1900.0,1977.0
"Kernmayr, Erich Knud",,
"Kern, Maximilian",1877.0,1945.0
"Kerlett, W.",,
"Kerge, Agnes",1910.0,1987.0
"Kerfstedt, A.",,
"Kerecheny, Ieany",,
"Kerecheny, Ieanny",,
"Kerde, R.",,
"Kerbecq, Jean",,
"Kerbabajev, Berdõ",1894.0,1974.0
"Képes, Géza",1909.0,1989.0
"Kent, Susan",,
"Kennedy, Margaret",1896.0,1967.0
"Ķeniņš, Atis",1874.0,1961.0
"Kenau, Valter",,
"Kenan, Hulusi Koray",1906.0,1943.0
"Kemter, Wolfgang",,
"Kempin, Lely",1878.0,1958.0
"Kemmler, Helmut",,
"Kellner, V.",,
"Kellner, Dora Sophie",1890.0,1964.0
"Kelley, Warner",,
"Kellermann, Fr.",,
"Keller, Samuel",1856.0,1925.0
"Keller, Franz",,
"Keller, Alexander",,
"Kelland, Clarence Budington",1881.0,1964.0
"Kelemen, Gerty",,
"Kelder, A.",,
"Kazakevitš, Emmanuil",1913.0,1962.0
"Kaye, L.",,
"Kaverin, Veniamin",1902.0,1989.0
"Kautla, A.",,
"Kaus, Gina",1893.0,1985.0
"Kauritšev, Nikolai",1899.0,1941.0
"Kaukonen, Vilppu",1868.0,1923.0
"Kauber, H.",,
"Katiti, E. F.",,
"Kati, Ivar",,
"Kath, L.",,
"Käth, L.",,
"Katalinić-Jeretov, Rikard",1869.0,1954.0
"Katajev, Valentin",1897.0,1986.0
"Katajev, Valentin",1896.0,1986.0
"Kästner, Erich,",1899.0,1974.0
"Kästner, Erich",1899.0,1974.0
"Kasten, Nils",,
"Kastein, Josef",1890.0,1946.0
"Kaste, L.",,
"Kaste, J.",,
"Kassil, Lev",1905.0,1970.0
"Kassebaum, Hermann",1871.0,
"Kask, Karin",1919.0,1998.0
"Karus, I.",,
"Karttunen, Iina",1887.0,1967.0
"Kärsten, Tatjana",,
"Karšauhhova, J.",,
"Karrik, Valerius",1869.0,1942.0
"Karpovitš, M.",,
"Karpov, Nikolai",1887.0,1945.0
"Karpov, N.V.",,
"Karpov, F.",,
Karpov,,
"Karnauhhova, Irina",1901.0,1959.0
"Karma, Johannes",1887.0,1937.0
"Karlfeldt, Erik Axel",1864.0,1931.0
"Karkavitsas, Andreas",1866.0,1922.0
"Karkavitsas, Andreas",1865.0,1922.0
"Kark, J.",,
"Karinthy, Frigyes",1887.0,1938.0
"Karinski, V.",,
"Karineel, S.",,
"Karilas, Yrjö Antero",1891.0,1982.0
"Karila, Olli",1897.0,1936.0
"Karet, E.",,
"Karbovskaja, Varvara",1908.0,1969.0
"Karazin, Nikolai",1842.0,1909.0
"Karazin, Nikolai",1842.0,1908.0
"Karasseva, Vera",1905.0,1983.0
"Karaliitšev, Angel",1902.0,1972.0
"Karaïskaki, Sitsa",1902.0,1987.0
"Kapuvar, W. de",,
"Kaputikjan, Silva",1919.0,2006.0
"Kappus, Franz Xaver",1883.0,1966.0
"Kappler, Hans Walter",1906.0,1983.0
"Kappler, H. W.",,
"Kappler, H. von",,
"Kapherr, Egon von",1877.0,1935.0
"Kaper, E.",,
"Kansanen, Arvi",,
"Kanonidi, F.",,
"Kann, I.",,
"Kangur, Kalju",1925.0,1989.0
"Kangro-Pool, Rasmus, vanem",1890.0,1963.0
"Kangro-Pool, Rasmus",1890.0,1963.0
"Kanell, E.",,
"Kandõba, Fjodor",1903.0,1948.0
"Kandöb, F.",,
"Kamp, J.",,
"Kamen, U.",,
"Kaltio, Rauno",,
"Kaltenhauser, F.",,
"Kálnoky, J.",,
"Kalma, N.",1908.0,1988.0
"Kallas, L.",,
"Kallas, G.",,
"Kallas, Aino Julia Maria",1878.0,1956.0
"Kalju, M.",,
"Kalinin, Anatoli",1916.0,2008.0
"Kalinin, A.",,
"Remisov, I.",,
"Kalenter, Ossip",1900.0,1976.0
"Kaldevey, P.",,
"Kald, V.",,
Kaja,,
"Kaiser, Isabella",1866.0,1925.0
"Kaiser-Ilmenau, F.",,
"Käis, Johannes",1885.0,1950.0
"Kailas, Uuno",1901.0,1933.0
"Kaila, E.",,
"Kaila, Aina",1869.0,1937.0
"Kahle-Häser, J.",,
"Kagawa, Toyohiko",1888.0,1960.0
"Kaera, R.",,
"Kaden-Bandrowski, Juliusz",1885.0,1944.0
"Kadari, L.",,
"Kaczér, Illés",1887.0,1980.0
"Kacēna, Vera",1912.0,1999.0
"Kaarsberg, Helge",1896.0,1963.0
"Kaarna, L.",,
"Kaarlo, Sarkia",1902.0,1945.0
"Kaarlo, Sarkia",1902.0,1945.0
"Kaarik, Helga",,
"Kaare, M.",,
"Kaar, Epp",,
"Kaal, Aira",1911.0,1988.0
K. M-son.,,
K. E.,,
K.,,
"Jylhä, Yrjö",1903.0,1956.0
"Jüst, Dolly",,
"Just, Dolly",,
"Jurva, Aura",1882.0,1954.0
"Jürna, M.",,
"Jürma, Mall",1901.0,1984.0
"Jurković, Marijan",1906.0,1966.0
"Jurjev, J.",,
"Jürgenson, Jens",,
"Jürgenson, H.",,
"Junosza, Klemens",1849.0,1898.0
"Junghänel, Oskar",,
"Jünger, Ernst",1895.0,1998.0
"Junga, Jevgeni",1909.0,1988.0
"Jung, Hans",,
"Jung, H.",,
Julijs Vanags,1903.0,1986.0
"Jugov, Aleksei",1902.0,1979.0
"Juel, Erik",,
"Juel, Erich",,
"Judina, S.",,
"Joyce, Michael",,
"Jõulmaa, Hilda",1904.0,1994.0
"Jõulmaa, Hilda",,
"Joukahainen, Vilkku",1879.0,1929.0
"Jost, L.",,
"Josseliani, Jaroslav",1912.0,1978.0
"Josky, Felix",1870.0,1942.0
Joshimine no Hironobu,,
"Joseph-Renaud, Jean",1874.0,
"Josef-Renaud, J.",,
"Josè, Paul",,
"Jordan, Richard",,
"Jordan, Hans Richard",,
"Joos, Grete",,
"Jonson, Gustaf",,
"Jonson, Ben",1572.0,1637.0
"Jonghaus, M.",,
"Jong, David de Jr.",1898.0,1963.0
"Jones, Robby",,
"Jones, B.",,
"Jónasson, Jónas",1856.0,1918.0
"Jomais, J.",,
"Joltuhhovski, Grigori",1899.0,1965.0
"Jolm, Frank",,
"Johnston, Myrtle",1909.0,
"Johnson, G.",,
"Johnson, Amy",1903.0,1941.0
"Johnsen, Arthur",,
"Johns, William Earl",1893.0,1968.0
"Johns, W. E.",,
"Johansen, Ernst",,
Joh. Vg.,,
"Joergens, Olwen",,
"Joalo, Santori",,
Jnes,,
"Jim, A.",,
"Jessenin, Sergei",1895.0,1925.0
Jeruhan,,
"Jeršov, Pjotr",1815.0,1869.0
"Jeromitski, Aleksandr",1892.0,1982.0
"Jerome, Klapka Jerome",1859.0,1927.0
"Jerihonova, L.",,
"Jeremejev, Nikolai",1877.0,
"Jeřábek, Viktor Kamil‏ ‎",1859.0,1946.0
"Jepson, Selwyn",1899.0,1989.0
"Jepson, Edgar Alfred",1863.0,1938.0
"Clevely, Hugh",1898.0,1964.0
"Jephis, M.",,
"Jensen, Thit",1876.0,1957.0
"Jensen, Arno",,
"Jensen, Arne",,
"Jensen, A.",,
"Jende, E. de",,
"Jena, A.",,
"Jemeljanova, Nina",1896.0,1987.0
"Jemeljanov, Boriss",1903.0,1965.0
"Jemeljanov, Boriss",,
"Jellinek, Adele",1890.0,1943.0
"Jelen, Walter",,
"Jelen, V.",,
"Jefremov, Ivan",1907.0,1972.0
"Jefremov, A.",,
"Jefimovitsh, L.",,
"Jefetov, Mark",1907.0,1996.0
"Jean, Albe",,
"Jean, A.",,
"Jckes-Marshall, H. [?]",,
"Javnik, Arkadi",,
"Javitš, Boriss",,
"Javitš, Avgust",1900.0,1979.0
"Jaunsudrabinš, Janis",1877.0,1962.0
"Jaton, M.",,
"Jassinski, Ieronim",1850.0,19301931.0
"Jasiukaitis, Konstantinas",1882.0,1941.0
"Järviluoma, Artturi",1879.0,1942.0
"Järvet, J.",,
"Järventaus, Arvi",1883.0,1939.0
"Janson, Mihhail",1887.0,
"Janovski, Juri",1902.0,1954.0
"Janoske, Felix",1872.0,1928.0
"Jánosi, György",1889.0,1966.0
"Jankowski, Czesław",1857.0,1929.0
"Jankes, Georg",,
"Jank, Milana",,
"Janjong, A.",,
"Jänicke, O.",,
"Jandiev, Džemaldin",1916.0,1979.0
"Jan, Vasil",,
"Jamski, Gr.",,
"Jammes, Francis",1868.0,1938.0
"Jamet, André",,
"James, Picton",,
"Jambrano, Francisko Herrera",,
"Jaluner, Jakov",1908.0,1988.0
"Jaluner, Jakov",,
"Jaltsev, Pavel",1902.0,1941.0
"Jalkanen, Huugo",1888.0,1969.0
"Jakubėnas, Kazys",1908.0,1950.0
"Jakovlev, Juri",1922.0,1995.0
"Jakovlev, Aleksandr",1906.0,1989.0
"Jakovlev, Aleksandr",1886.0,1953.0
"Jakovlev, A.",,
"Jaik, Juhan",1899.0,1948.0
"Jagmanov, I.",,
"Jagmanov, I",,
"Jäger, Martin",,
"Jäger, Hedvig",,
"Jacub, Hachi Ben Jehan",,
"Jacot, L. B.",,
"Jacoby, Ursel Ellen",,
"Jacobson, Egon",1895.0,1969.0
"Jacobs, F.",,
"Jackson, Thomas W.",,
"Jackson, Stuart",,
"Jackiv, Michajlo",,
"Jablotškov, Georgi",,
"Jaakson, Ludmilla",,
J.A.K.,,
J. M.,,
J. A. K.,,
J. Ä.,,
Izumi Shikibu,976.0,
"Izcaray, Jesus",1908.0,1980.0
"Iwaszkiewicz, Jarosław‏ ‎",1894.0,1980.0
"Iwars, A.",,
"Ivars, A.",,
Ivans,1866.0,1935.0
Ivans,,
"Ivanov, Vsevolod",1895.0,1963.0
"Ivanov, Ossip",,
"Ivanov, L.",,
"Ivanov, G.",,
"Ivanov, Aleksei",,
"Ivanenko, Oksana",1906.0,1997.0
"István, Tamás",,
Istrin,,
"Istrati, Panaït",1884.0,1935.0
"Issjagin, Feodor",,
"Issakovski, Mihhail",1900.0,1973.0
"Isnard, Paul",,
Ishikawa Takuboku,1866.0,1912.0
"Isbach, Aleksandr",1904.0,1977.0
"Isaakjan, Avetik",1875.0,1957.0
Isa Pani,,
"Irza, Arno",,
"Irvine, A. A.",1871.0,1939.0
"Irvine, A. A.",,
"Irsai, Oedön",,
"Irošnikova, Irina",1911.0,2005.0
"Ironside, John",,
"Irmber, Fritz",,
"Iordanski, V.",,
"Gordijevski, V.",,
"Insua, Alberto",1885.0,1965.0
"Instone, Allan",,
"Inglese, Rupert",,
"Inglese, R.",,
"Inčiura, Kazys",1906.0,1974.0
"Inber, Vera",1890.0,1972.0
"Inber, Vera",1890.0,1927.0
"Inber, Veera",1890.0,1972.0
"Ina, B. H.",,
Immanuel Kant,1724.0,1804.0
"Imignickel, Max",,
"Ilus, K.",,
"Illmer, Carl Fritz",,
"Illmer, C.",,
"Illing, W.",,
"Illing, G.",,
"Illés, Béla",1895.0,1974.0
"Iller, T.",,
"Iljina, Jelena",1901.0,1964.0
"Iljev, A.",,
"Iljenkov, Vassili",1897.0,1967.0
"Iljenkov, V.",,
"Ilf, Ilja",1897.0,1937.0
"Petrov, Jevgeni",1902.0,1942.0
"Ilf, Ilja",1897.0,1937.0
"Iksen, A.",,
"Idens, R.",,
"Idem, R.",,
"Ibele, Marie",,
"Ibele, Maria",1891.0,1979.0
I. M.,,
I Fu,,
"ʻUmar ibn Abī Rabīʻah,",643.0,
"Hyan, H.",,
"Hvostov, V.",,
"Huxley, Aldous",1894.0,1963.0
"Huxley, Aldous",1894.0,1963.0
"Husszky, H.",,
"Hüseyn, Mehdi",1909.0,1965.0
"Hurst, Herbert",,
"Hurst, Fannie",1889.0,1968.0
"Hurley, Frank",1885.0,1962.0
"Hurk, P. van der",,
"Hunyadi, Sandor",,
"Hunter, William",,
"Hunter, John",,
"Hunt, Irene",1907.0,2001.0
"Hunnius, Clara Marie Henriette",1865.0,1945.0
"Hume, David",1900.0,1945.0
"Hume, David",1900.0,1945.0
"Hume, David",1711.0,1776.0
"Humbourg, Pierre",1901.0,1969.0
"Hülphers, Ernst Walter",1871.0,1957.0
"Hullerson, H. S.",,
"Hull, E. M.",1880.0,1947.0
"Hull, A.",,
"Huhn, L.",,
"Hugo, Gustave",,
"Huggenberger, Alfred",1867.0,1960.0
"Huff, Gay",,
"Hudson, W. H.",1841.0,1922.0
"Hudetz, Joseph",,
"Huch, Ricarda Octavia",1864.0,1947.0
"Hubick, O.O.",,
"Hubbard, Wynant Davis",1900.0,1961.0
"Huart, Anatole",,
"Hrabrovitski, Daniil",1923.0,1980.0
"Jurtsev, Boriss",1900.0,1954.0
"Hoys, Dydley",1899.0,1980.0
"Hoys, Dudley",1899.0,1980.0
"Hoys, Dudley",,
Hoyos y Virenti A. de,,
"Hoy, M.",,
"Howse, Christopher",,
"Howes, Edith",1872.0,1954.0
"Howard, Morton",,
"Howard, M.",,
"Howard, F. Morton",,
"Howard, F. M",,
"Howard, E. Morton",,
"Housman, Laurence",1865.0,1959.0
"Horvath, Gyula",,
"Hörsten, Vilhelm",,
"Horst, Hans",,
"Horodin, G.",,
"Horner, Durbin Lee",,
"Hornberg, Fritz",,
"Horn, Sigrid von",,
"Horn, Ole",,
"Horn, Holloway",1886.0,1967.0
"Horn, Georg",1831.0,1897.0
"Horm, Valter",1908.0,1990.0
"Horler, Sydney",1888.0,1954.0
"Horina, Hans",,
"Hordeck, H.",,
Horaz,,
"Hora, Josef",1891.0,1945.0
"Hopwood, Avery",1882.0,1928.0
"Hope, Anthony",1863.0,1933.0
"Homeros, umbes",8.0,
"Holz, Arno",1863.0,1929.0
"Holt, Pieter van",,
"Holt, Henry",1840.0,1926.0
"Holmström, M.",,
"Holmquist, Britta",,
"Holmquist, Albert",,
"Holm, Hans",,
"Höllriegel, Arnold",1883.0,1939.0
"Hollo, Jenö",,
"Hollatz, Dorothea",1900.0,1987.0
"Hollatz, David",1704.0,1771.0
"Hollander, Walther von",1892.0,1973.0
"Holland, Katrin",1914.0,1981.0
"Holland, Katrin",1914.0,1981.0
"Holger, Niels",,
"Holbrook, Wearl",,
"Hõivurillo, M. M.",,
"Hohlbaum, Robert",1886.0,1955.0
"Hohenofen, M. B.",1881.0,1928.0
"Hofmeister, Rudolf Richard",1868.0,1934.0
"Hofmann, P.",,
"Hofmann, Else",1862.0,1929.0
"Hofmann, B.",,
"Hoffmeister, M.",,
"Hoffmann, Heinrich",1809.0,1894.0
"Hoffmann, E. T. A.",1776.0,1822.0
"Höffer, Else",,
"Hoffensthal, Hans von",1877.0,1914.0
"Hofer, K.",,
"Hoeekert, Jeske",,
"Höderlin, Johann Christian Friedrich",1770.0,1843.0
"Hocking, Joseph",1860.0,1937.0
"Hocking, Joseph",,
"Höckelsberger, E. G.",,
"Hocke, Fritz",,
"Hochdorf, Max",1880.0,1948.0
"Hochberger, Sid",,
Hobby,,
"Hmielevski, F.",,
"Hlisinger, Hilde",,
"Hjörleifsson, Einar",1859.0,1938.0
"Hirthammer, Hans",1901.0,1963.0
"Hirschfeld, Max",1862.0,1942.0
"Hirschfeld, Ludwig",1882.0,1945.0
"Hirschfeld, Georg",1873.0,1942.0
"Hirn, Eva",,
"Hipp, Otto",1855.0,1952.0
"Hintz, Werner Erich",1907.0,1985.0
"Hint, Aadu",1910.0,1989.0
"Hinrichs, Annemar",,
"Hinnerk, Otto",1870.0,1941.0
"Hilscher, K.",,
"Hill, John",,
"Hill, Fred",,
"Hilgendorff, Hermann",1895.0,1982.0
"Hildenbrandt, Fred",1892.0,1963.0
"Hildebrandt, W. W.",,
"Hildebrandt, W.",,
"Hildebrandt, V. V.",,
"Hildebrandt, Ernst",,
"Hildebrandt, Edmund",1872.0,1939.0
"Hildebrand, W.",,
"Hildebrand, V. V.",,
"Hild, Valter V.",,
"Hilbert, Karl",,
"Highman, Frank",,
"Hidas, Antal",1899.0,1980.0
"Hicmann, Franz Maria",1897.0,1960.0
"Heyne, H.",,
"Heye, Artur",,
"Heye, Arthur",1885.0,1947.0
"Heydrich, Wilhelm",,
"Heydrich, W.",,
"Heydreff, Max",,
"Heydeck Crorc, A.",,
"Heyda, E.",,
"Hewitt, Kathleen",,
"Hevesi, József",1857.0,1929.0
"Heusar, Cläre",,
"Heupel-Pickerott, Z.",,
"Heuer, Hans",,
"Hetterington, J. A.",,
"Hesse, Hermann",1877.0,1962.0
"Hess, Victor Franz",1883.0,1964.0
"Hess, Roland",,
"Hess, Eduard",,
"Hess, E.",,
"Herzog, Margaret Guion",,
"Herzfeld, Franz",1862.0,1908.0
"Hervilly, Ernest d'",1839.0,1911.0
"Hervier, P. L.",,
"Herting, Geo",,
"Hertel, Johannes",1872.0,1955.0
"Herrmann, G.",,
"Herrick, John P.",,
"Herold, Hugo",1853.0,1941.0
Herodoto,484.0,425.0
"Hernemann, Ernst",,
"Hernandez, Joseph",,
"Hermsdorf, Otto",,
"Hermann, Otto",,
"Hermann, K.",,
"Hermann, Fritz",,
"Hermann, Clara",,
"Heringar, Irma",,
"Hergeth, H.",,
"Hergesheimer, Joseph",1880.0,1954.0
Hercourt-Vernon,,
"Herbert, A.",,
"Herar, Josef",,
"Hensel, Paul",1860.0,1930.0
"Henry, O.",1862.0,1910.0
"Henry, O.",1862.0,1910.0
"Henry, O",1862.0,1910.0
"Henry, C.",,
Henriot,,
"Henri, D.",,
"Hennings, Richard",1879.0,1916.0
"Henning, C.",,
"Hennequin, Charles-Maurice",1863.0,1926.0
"Coolus, Romain",1868.0,1952.0
"Hennecke, Fr.",,
"Hengeveld, A. P.",,
"Hendredi, Paul",,
"Hemmer, Jarl",1893.0,1944.0
"Hemmer, H.",,
"Hemingway, Ernest",1899.0,1961.0
"Hemberger, Andreas",1876.0,1946.0
"Heltai, Eugen",,
"Hellroth, Helga",,
"Hellinger, Mark",1903.0,1947.0
"Hellinger, Mark",,
"Helling, Viktor",1875.0,
"Helling, Viktor",,
"Heller, P.",,
"Heller, Leo",,
"Heller, Frank",1886.0,1947.0
"Hellberg, E.",,
"Held, J.",,
"Helanen, Vilho",1899.0,1952.0
"Heisinger, Hilde",,
"Heisinger, H.",,
"Heise, Valter",,
"Heinz, K.",,
"Heinrich, W. J.",,
"Heinonen, Aune",,
"Heinonen, Anne",,
"Heino, A.",,
"Heinicke, Alfred",,
"Hein, P.",,
"Hein, Alfred",,
"Heiling, Bruno",,
"Heilbut, Ivan",1898.0,1972.0
"Heilblut, Ivan",1898.0,1972.0
"Heiland, Heinz Karl",1876.0,1932.0
"Heike, Karin Alice",1901.0,1944.0
"Heida, Ernst",,
"Hehlen, V.",,
"Hegedüs, Sándor",1875.0,1953.0
"Heft, Tage",1899.0,1944.0
"Heerwaardt, Werner",,
"Hedworth, Barbara",,
"Hedin, Sven",1865.0,1952.0
"Heckel, Karl",1858.0,1923.0
"Hazanovitš, Juri",1913.0,1969.0
"Haynek, Max",,
"Hayke, M.",,
"Hayek, Max",,
"Hayek, M.",,
"Hay, Jan",,
"Hawkey, George",,
"Hawkes, E. W.",,
"Hawk, George",,
"Haward, C.",,
"Haviland-Taylor, Katherine",,
"Havesi, Josef",,
"Hautesource, Luise",1870.0,1937.0
"Haustov, Leonid",1920.0,1980.0
"Hauser, Heinrich",1901.0,1955.0
"Haugen, Kristian",,
"Haugen, Christian u.",1890.0,1948.0
"Hauff, V.",,
"Hat, Edward Harris",,
"Hastings, M.",,
"Hassin, Erik",,
"Hassencamp, Herbert",1892.0,1953.0
"Hasselgren, Z.",,
"Hasse, Z.",,
"Hasse, Gert",,
"Haslitt, J.",,
"Hašková, Jarmila",1887.0,1931.0
Hasis el Chawage,,
"Hašek, Jaroslav",1883.0,1923.0
"Harvey, William",,
"Hartmann, H.",,
"Hartig, Hans",,
"Hart, L. H.",,
"Hart, John B.",,
"Härsu, J.",,
"Harsanyi, Zsolt",1887.0,1943.0
"Harrison, Henry Sydnor",,
"Harris, Joel Chandler",1848.0,1908.0
"Harris, Frank",1856.0,1931.0
"Harris, F.",,
"Harrer, R.",,
"Harrer, Joseph Robert",,
"Harrer, Josef Robert",1896.0,1960.0
"Harrer, Josef",,
"Harrer, J. R.",,
"Harrer, J.",,
"Harrer, Hans Josef",,
"Harren, Josef Robert",,
"Harner, Virginia Paxton",,
"Harmsdorff, Gerd",,
"Harlan, Walther",1867.0,1931.0
"Haritonov, Vladimir",1920.0,1981.0
"Hargrew, Henri",,
"Hardy, Thomas",1840.0,1928.0
"Hardt, R.",,
"Hard, E.",,
"Harb, W.",,
"Hapte, William",,
"Hanstein, Wolfram von",1899.0,1965.0
"Hanstein, Otfrid von",1869.0,1959.0
"Hansen, Peter Christian Valdemar",1869.0,1927.0
"Hansen, P.",,
"Hansen, Lars",1869.0,1944.0
"Hansen, Jakob Otzen",1842.0,1905.0
"East, Ben",,
"Hansen, Hans Christian Svane",1906.0,1960.0
"Hans, B.",,
"Hänninen, Kaarlo",1876.0,1939.0
"Hanesh, A.",,
"Hamsun, Marie",1881.0,1969.0
"Hampton, P.",,
"Hamp, Pierre",1876.0,1962.0
"Hammond, W.",,
"Hammond, V.",,
"Hammond, H. P.",,
"Hammond-Norden, Wilhelm",,
"Hammer, Yarl",,
"Hammer-Webs, Walter",,
"Hamilton, Elaine",,
"Hamilton, E.",,
Jean Paul (pseud.),1763.0,1825.0
"Gibbon, Edward",1737.0,1794.0
"Hameri, Asta",1922.0,1995.0
"Hamburg, P.",,
"Hamburg, P",,
"Hambledon, Phyllis",1892.0,
"Hambeldon, Phillis",,
"Hamann, E.",,
"Halm, Gustav",1889.0,1948.0
"Hallish, Fr.",,
"Hallimäe, Roopi",1908.0,1969.0
Hall Öökull,1888.0,1938.0
"Halifax, J. W.",,
"Halévy, Fromental",1799.0,1862.0
"Halden, Hans",1888.0,1973.0
"Haldane, P. C.",,
"Halbert, A",,
"Halász, Imre",1841.0,1918.0
"Hal, S.",,
"Haka, Ralf",,
"Hajjam, Umar u.",1048.0,1131.0
"Haini, P.",,
"Hain, P.",,
"Haig, Albert",,
"Haig, A.",,
"Haig, A",,
"Haidvogel, Carl Julius",1891.0,1974.0
"Hahn, F",,
"Hagstrand, Tyra",1881.0,1978.0
"Hagfors, Francis",,
"Hagen, V.",,
"Hadfield, R. L.",,
"Hadath, Gunby",1871.0,1954.0
"Hackmann, R.",,
"Hackländer, F. W.",,
"Hacker, V. R.",,
"Haberdyk, Jan Hyn",,
"Habaru, Augustin",1898.0,1944.0
"Haavio, Martti Henrikki",1899.0,1973.0
"Haavio, Martti",1899.0,1973.0
"Haas, Valter",,
"Haas, Rudolf de",1870.0,1944.0
"Haas, Rudolf de",1870.0,
"Haas, Otto",,
"Haarla, Lauri",1890.0,1944.0
"Haanpää, Pentti",1905.0,1955.0
"Haan, Jacob Israël de",1881.0,1924.0
"Haahti, Hilja",1874.0,1966.0
H.S.,,
H. W.,,
H. S.,,
H. L.,,
Gyp,1849.0,1932.0
"György, Laszio",,
"Gyoma, Imre",1890.0,1945.0
"Gymir, Gerda",,
Gy,,
"Gvodschild, George",,
"Guthi, S.",,
"Guštšik, Vladimir",1892.0,1947.0
"Gustaf-Janson, Gösta",1902.0,1993.0
"Gussev, Viktor",1909.0,1944.0
"Gurov, Lev",,
"Gürke, Elisabeth",,
"Gürke, E.",,
"Gürge, E.",,
"Gurevitš, I.",,
"Gurevitš, Georgi",1917.0,1998.0
"Jasnõi, Georgi",1918.0,1989.0
"Gurdus, Nathan",1909.0,1972.0
"Gurdon, John Everard",1898.0,1973.0
"Günther, Paul",,
"Günther, G.",,
"Günther, Frank",,
"Gunten, J.",,
"Gunningham, Louis",,
"Gunnarsson, Gunnar",1899.0,1987.0
