name,birth_year,death_year
"Perera Soto, Hilda",1926.0,2021.0
"Perelman, S. J.",1904.0,1979.0
"Perec, Georges",1936.0,1982.0
"Penzoldt, Ernst",1892.0,1955.0
"Pentševa, Stanka",1929.0,2014.0
"Pentecost, Hugh",1903.0,1989.0
"Pennanen, Jarno",1906.0,1969.0
"Pennanen, Eila",1916.0,1994.0
"Pennanan, Eila",1916.0,1994.0
"Penežko, Pavel",,
"Peltonen, Sampo",,
"Peltonen, Juhani",1941.0,1998.0
"Pelto-Timperi, Kristiina",1954.0,
"Pelot, Pierre",1945.0,
"Pellinen, Jyrki",1940.0,
"Pelli, Alberto",,
"Pelitev, Hristo",1927.0,2012.0
Pelitev Hristo,1927.0,2012.0
"Pekkanen, Toivo",1902.0,1957.0
"Pehterev, Ivan",1938.0,2013.0
"Peev, Dmitõr",1919.0,1996.0
"Peevski, Ljubomir",1943.0,
"Peep, Harald",1931.0,1998.0
"Pedmanson, Peep,",1963.0,
"Pecci-Blunt, Donatella",,
Pearl S. Buck,1892.0,1973.0
"Peake, Mervyn",1911.0,1968.0
"Paz, Senel",1950.0,
"Paz, Octavio",1914.0,1998.0
"Payne, Robert",1911.0,1983.0
"Pavlova, Niina",1897.0,1973.0
"Pavlov, Vladimir",1935.0,2020.0
"Pavlov, V.",,
"Pavlov, J.",,
"Pavlov, G.",,
"Pavlov, Anastas",1926.0,2006.0
"Pavlõtško, Dmõtro",1929.0,2023.0
"Pavlõtško, Dmõtro",1929.0,1923.0
"Pavlik, R.",,
"Pavlik, Milan",,
"Pavlenko, Nikolai",1916.0,2016.0
"Pavlenko, Nikolai",,
"Pavese, Cesare",1908.0,1950.0
"Pavel, Ota",1930.0,1973.0
Pavel Vežinov,1914.0,1983.0
"Paustovski,  Konstantin",1892.0,1968.0
"Pausewang, Gudrun",1928.0,2020.0
Paul-Erik Haataja,1944.0,
"Paudnik, Mihhailo",,
"Pau, Merike",1941.0,2008.0
Patrick Süskind,1949.0,
"Patkowski, Maciej",1936.0,
"Patience, Jane",,
"Passuth, László",1900.0,1979.0
"Passar, Andrei",1925.0,2013.0
"Pasos, Joaquín",1914.0,1947.0
"Pasolini, Pier Paolo",1922.0,1975.0
"Pascal, Francine",1938.0,
"Parviainen, Lauri",1900.0,1949.0
"Parve, Marju",,
"Parti, Rauf",1943.0,2005.0
"Parsov, V.",,
"Dalski, V.",,
"Parsamjan, Anahit",1947.0,2017.0
"Parra, Nicanor",1914.0,2018.0
"Parnov, Jeremei",1935.0,2009.0
"Jemtsev, Mihhail",1930.0,2003.0
"Parnicki, Teodor",1908.0,1988.0
"Parkinson, С. Northcote",1909.0,1993.0
"Parkinson, C. Northcote",1909.0,1993.0
"Parkin, Molly",,
"Parker, Una-Mary",1930.0,2019.0
"Parker, Judith",,
"Parise, Goffredo",1929.0,1986.0
"Parikov, Anatoli",,
"Parigger, Harald",,
"Pargeter, Edith",1912.0,1995.0
"Paretsky, Sara",1947.0,
"Parek, A.",,
Pardaxi,,
"Paramonov, Juri",,
"Páral, Vladimír",1932.0,
"Paraiski, B.",,
"Sarkissov, A.",,
"Mürk, Valter",1925.0,1995.0
"Papernõi, Z.",,
"Papajan, Aramašot Petrosi",1911.0,1998.0
"Papadiamantes, Alexandros",1851.0,1911.0
"Pantšenko, Vladimir",,
"Panshin, Alexei",1940.0,2022.0
"Pankratov, Aleksandr",,
"Pankov, Vladimir",1947.0,
"Pankov, Vladimir",1947.0,2018.0
"Pankov, Vladimir",,
"Pancu-lași, Octav",1929.0,1975.0
"Pancu-Iaşi, Octav",1929.0,1975.0
"Pan-Aleksandrov, V.",,
"Palvanova, Zinaida",1944.0,
"Paltto, Kirsti",1947.0,
"Paltsun, Vladimir",,
"Paltsun, V.",,
"Paltšik, M.",,
"Pälsi, Sakari",1882.0,1965.0
"Palolampi, Erkki",1908.0,1991.0
"Palmer, Vance",1885.0,1959.0
"Palmer, Michael",1942.0,2013.0
"Palman, Vjatšeslav",1914.0,1998.0
"Pällinen, Veikko",1921.0,2001.0
"Pallas, Anu",1960.0,
"Palei, Marina",1955.0,
"Palei, Abram",1893.0,1995.0
"Palčinskaitė, Violeta",1943.0,
"Pakkanen, Kaija",1915.0,2003.0
"Pajula, Merle",1960.0,
"Paine, Ralph Delahaye",1871.0,1925.0
"Pahhotin, Juri",,
"Pahhomov, Juri",1936.0,
"Pagnol, Marcel",1895.0,1974.0
"Pagirev, Gleb",1914.0,1986.0
"Page, Kathy",1958.0,
"Paegle, Leons",1890.0,1926.0
"Pacifico, Carl",,
"Paavolainen, Olavi",1903.0,1964.0
Paavo Rintala,1930.0,1999.0
"Paavilainen, Matti",1932.0,2017.0
"Paasilinna, Erno",1935.0,2000.0
"Paasilinna, Arto",1942.0,2018.0
"Økland, Einar",1940.0,
"Ozols, L.",,
"Ozerov, Lev",1914.0,1996.0
"Ozeretskaja, Jelena",,
"Oz, Amos",1939.0,2018.0
"Owen, Ruth",,
"Ovsijenko, A.",,
"Ovezberdõjev, Saparmurad",1939.0,2009.0
"Ottšik, V.",,
"Gerassimenko, J.",,
"Otto, Carl Albert",,
"Waldner, Ulrich",,
"Ottlik, Géza",1912.0,1990.0
"Otšeretin, Vadim",1921.0,1987.0
"Ōtomo, Jakamochi",718.0,785.0
"Ōtomo, Ikenushi",,
Othar Tšiladze,1933.0,2009.0
"Otero Silva, Miguel",1908.0,1985.0
"Otčenášek, Jan",1924.0,1979.0
"Otava, Merja",1935.0,
"Ősz, Ferenc",1930.0,1975.0
"Ostrovski, Andrei",1926.0,2001.0
"Oster, Grigori",1947.0,
"Ossipova, D.",,
"Ossekin, O.",,
"Osmonov, Alõkul",1915.0,1950.0
"Osmanis, Jāzeps",1932.0,2014.0
"Osmanis, Jazeps",1932.0,2014.0
"Osęka, Janusz",1925.0,2014.0
"Oşeka, Janusz",1925.0,2014.0
"Oseka, Janusz",1925.0,2014.0
"Osborne, John",1929.0,1994.0
"Orwell, Georges",1903.0,1950.0
"Ortikov, Bolta",,
"Oršer, Jossif",,
"Ormisson, Mati",,
"Orlov, Vladimir",1908.0,1985.0
"Örkény, István",1912.0,1979.0
"Örkeny, István",1912.0,1979.0
"Oripov, Abdullo",1941.0,2016.0
Origo,1936.0,
"Oribe, Emilio",1893.0,1975.0
"Orbeliani, Sulhan-Saba",1658.0,1725.0
"Oratš, Oleg",1940.0,2005.0
"Oraa, Francisco de",1929.0,2010.0
"Oraá, Francisco de",1929.0,2010.0
"Oppengeim, Oleg",,
"Opitz, Karlludwig",1914.0,
"Onggarsõnova, Fariza",1939.0,2014.0
"Onge, Ingemar",,
"Ongarsõnova, Fariza",1939.0,2014.0
"Onetti, Juan Carlos",1909.0,1994.0
"Ondaatje, Michael",1943.0,
"Omurkulov, Kadõr",1941.0,2013.0
"Omurkanov, Anatai",1945.0,
"Omelitškin, I.",,
"Olsson, Sören",1964.0,
"Jacobsson, Anders",1963.0,
"Olsson, Hagar",1893.0,1978.0
"Olševski, Mihhail",1937.0,
"Olsen, Lars-Henrik",1946.0,
"Olšanski, Viktor",1950.0,
"Olšanski, Andrei",1904.0,1969.0
"Olofsson, Rune Pär",1926.0,2018.0
"Olney, Patricia",,
"Olmos, Tina",,
"Ollivier, Jean",1925.0,2005.0
"Oliinõk, Borõss",1935.0,2017.0
"Olds, Sharon",1942.0,
"Olchewski, M.",,
"Olbracht, Ivan",1882.0,1952.0
Ólafur Jóhann Sigurðsson,1918.0,1988.0
"Okudžava, Bulat",1924.0,1997.0
"Okuda, Makiko",1964.0,
"Oksanen, Aulikki",1944.0,
"Okri, Ben",1959.0,
"Okigbo, Christopher",1932.0,1967.0
"Oki, Ašaltši",1898.0,1973.0
"Okara, Gabriel",1921.0,2019.0
"Ojatalu, Ülo",1935.0,
"Ojatalu, Mai",,
"Ojamaa, Ott",1926.0,1996.0
"Oislender, J.",,
"Ognetsvet, Edi",1913.0,
"Oganessov, Nikolai",1947.0,2018.0
"Oelker, Petra",1947.0,
"Odojevski, Vladimir",1803.0,
"Odojevski, Aleksandr",1802.0,1839.0
"Odintsova, Lada",,
"Ochocki, Adam",1913.0,1991.0
"Ochoa, Mayda",,
"Obuhhov, J.",,
"Obrutšev, Vladimir",1863.0,1956.0
"Obrezkova, Niina",1965.0,
"Mišarina, Aleksandra",1946.0,
"Jeltsova, Aljona",1979.0,
"Butõreva, Galina",1944.0,
"Obrestad, Tor",1938.0,2020.0
"Obraztsov, Aleksandr",,
"Obolentsev, Juri",1936.0,
"Obminski, E.",,
"Oblomovsky, Jakub",,
"Obermeier, Siegfried",1936.0,
"Oates, Joyce Carol",1938.0,
"O'Nan, Richard",,
"Palm, Pamela",,
"O'Leary, Elizabeth",,
"O'Hara, John",1905.0,1970.0
"O'Flaherty, Liam",1897.0,1984.0
"O'Connor, Gemma",1940.0,
"O'Connor, Flannery",1925.0,1964.0
"O'Brien, Edna",1930.0,2024.0
"O'Brien, Caragh",,
"Nyirö, József",1889.0,1953.0
"Nurpejisov, Äbdižämil",1924.0,2022.0
"Nurõjev, Italmaz",1937.0,
"Nurõ, Zaki",1921.0,1994.0
"Nurmagambetov, Tõnõmbaj",1945.0,
"Nurjan, Liidia",,
"Nurbadov, Kassõm",1951.0,2021.0
"Núñez Rodríguez, Enrique",1923.0,
"Numminen, Mauri Antero",1940.0,
"Nummi, Lassi",1928.0,2012.0
Nukada u,630.0,690.0
"Nørgaard, Lise",1917.0,2023.0
"Nowosad, J.",,
"Novožjonov, Lev",,
"Novožjonov, L.",,
"Novožilov, O.",,
"Novoženov, Lev",1946.0,
"Novotný, J. A. (Josef Alois)",1918.0,2005.0
"Novotna, Helena",,
"Novogrudski, Gertsel",1904.0,1973.0
"Novobáczky, Sándor",1924.0,1989.0
Novobáczky Sándor,1924.0,1989.0
"Novobácky, Sándor",,
"Novikova, Tatjana",,
"Novikov, V.",,
"Novikov, Mihhail",,
"Novikov, Ivan",1877.0,1959.0
"Novakovič, Slobodan",,
"Nourse, Alan Edward",1928.0,1992.0
"Nöstlinger, Kristine",1936.0,2018.0
"Nöstlinger, Christine",1936.0,2018.0
"Nossov, Jevgeni",1949.0,2019.0
"Nossov, Jevgeni",1925.0,2002.0
"Nossõrev, Leonid",1937.0,
"Nossenkov, Vassili",,
"Soldatov, A.",,
"Nossenko, I.",,
"Norfolk, Lawrence",1963.0,
"Nordqvist, Sven",1946.0,
"Nordgren, Ralf",1936.0,2014.0
"Nordgren, Ralf",1931.0,2014.0
"Nooteboom, Cees",1933.0,
"Nomtojev, Tsokto",1910.0,2003.0
"Nomtojev, Sokto",1910.0,2003.0
"Noll, Dieter",1927.0,2008.0
"Nolan, William",1928.0,2021.0
"Nojonen, T.",,
"Nohejl, Bohumil",1928.0,
"Njardvík, Njördur P.",1936.0,
"Niziurski, Edmund",1925.0,2013.0
"Nixon, Allan",1915.0,1995.0
"Nišnianidze, Gizo",1928.0,2011.0
"Nišnianidze, Gizo",,
"Nishimura, Kyōtarō",1930.0,2022.0
"Nirk, Endel",1925.0,2028.0
"Ernesaks, Heljo",,
"Olep, Jaak",1945.0,2000.0
"Nin, Anaïs",1903.0,1977.0
"Nilson, Peter",1937.0,1998.0
"Nilsen, Bjørn,",1934.0,
"Nilsen, Bjørn",1934.0,
"Nilin, Pavel",1908.0,1981.0
"Nilin, Juri",1900.0,1981.0
"Nikulin, Juri",1921.0,1997.0
"Nikonov, I.",,
"Nikolski, Juri",,
"Nikolski, Boriss",1931.0,2011.0
"Nikolova, Vidka",,
"Nikolenko, Vladimir",,
"Nikolajev, Semjon",1936.0,2014.0
"Nikolajev, Juri",,
"Nikitin, Nikolai",1895.0,1963.0
"Nikitin, Mihhail",,
"Nikitin, Juri",1939.0,2025.0
"Nik, V.",,
"Niirala, Matti",,
"Nieminen, Pertti,",1929.0,2015.0
"Nieminen, Kai",1950.0,
"Nicol, Abioseh",1924.0,1994.0
"Nicol, Abiosch",1924.0,1994.0
"Niamaa, Dolgoriin",1939.0,
"Nezval, Vítĕzslav",1900.0,1958.0
"Nezval, Vitezslav",1900.0,1958.0
"Neznakomov, Pjotr",1920.0,1997.0
"Ivanov, Miron",1931.0,1988.0
"Neumann, Walter",1926.0,2022.0
"Neumann, Karl",1916.0,1985.0
"Neuhaus, Barbara",1924.0,2007.0
"Neubert, Horst",1932.0,2015.0
"Netšvolodova, Niina",1899.0,
"Reznitšenko, Leonid",,
"Neto, Agostinho",1922.0,1979.0
"Nesvadba, Josef",1926.0,2005.0
"Nestaiko, Vsevolod",1930.0,2014.0
"Nesser, Håkan,",1950.0,
"Nesin, Aziz",1915.0,1995.0
"Neruda, Pablo",1904.0,1973.0
"Néron, Claude",1926.0,1991.0
"Nepomnjaštši, Juri",1948.0,2007.0
"Kuskov, Aleksandr",,
"Nepomnjaštši, J.",,
"Jakubovitš, L.",,
"Nemõrovõtš, Ivan",1928.0,1986.0
"Nemirovitš, Ivan",1928.0,1986.0
"Nemirova, Jevgenia",,
"Nemenova, Lilia",1922.0,2002.0
"Němcová, Božena",1820.0,1862.0
"Nekrošius, Juozas",1935.0,2020.0
"Nekrassov, Andrei",1907.0,1987.0
"Nehai, Ruslan",1943.0,1997.0
"Negolescu, Paul",,
"Nefjod, Vladimir",1916.0,1999.0
"Stabovoi, Georgi",,
"Nefedjev, Leonid",1946.0,2010.0
"Nefed, Vladimir",1915.0,1999.0
"Stabovoi, Georgi",1894.0,1968.0
"Nedreaas, Torborg",1906.0,1987.0
"Nazri, Rahmat",1951.0,
"Nazõrov, Kirill",1941.0,
"Nažmenedov, Zumeken",1935.0,1983.0
"Nažmedinov, Žumeken",1935.0,1983.0
"Nazir, Hakim",1915.0,2008.0
"Nazim, Hikmet",1902.0,1963.0
"Nazarov, Roald",1928.0,2001.0
"Nazarov, Oleg",,
"Nazarov, Ignat",1904.0,1982.0
Nazarmat,1017.0,2009.0
"Nawrocka, Barbara",1924.0,2018.0
"Doński, Ryszard",1923.0,1973.0
Navtedži,,
"Navrátil, Jiří",,
"Navoii, Ališer",1441.0,1501.0
"Navasuren, D.",,
"Naumov, Sergei",1929.0,1980.0
"Naumov, Leonid",1922.0,1990.0
"Naumov, Leonid",,
"Naumov, Jevgeni",,
"Naumov, Jakov",1908.0,1967.0
"Jakovlev, Andrei",1911.0,1969.0
"Naumov, I.",,
"Naughton, Bill",1910.0,1992.0
"Natsagdorž, Dašdoržiin",1906.0,1937.0
"Nastrojev, A.",,
"Nastrojev, B.",,
"Nasrullo, Kamol",1950.0,
"Nash, Ogden",1902.0,1971.0
"Narzullajev, Normurad",1934.0,2006.0
"Napoleon I, Prantsuse keiser",1769.0,1821.0
"Napola, Jorma",1914.0,2000.0
"Napier, Melissa",,
"Napetvaridze, Georgi",,
"Namora, Fernando",1919.0,1989.0
"Namaz, Mamed",,
"Najmanbajev, Kaldarbek",1939.0,2004.0
"Naipaul, V. S. (Vidiadhar Surajprasad)",1932.0,2018.0
"Naiman, Rina",,
"Naidin, V.",,
"Nagy, Sándor S.",,
"Nagy, Ágnes Nemes",1922.0,1991.0
"Nagiškin, Dmitri",1909.0,1961.0
Nāgārjuna,1181.0,1252.0
Nāgārdžuna umbes,150.0,250.0
Nāgārdžuna u,150.0,250.0
"Nadžmi, Kavi",1901.0,1957.0
"Nadžimi, Kavi",1901.0,1957.0
"Nadein, V.",,
"Nádas, Péter",1942.0,
"Naćeniece, Rita",,
"Nabokov, Vladimir",1899.0,1977.0
"Myśliwski, Wiesław",1932.0,
"Mykolaitis-Putinas, Vincas",1893.0,1967.0
"Mutzenbacher, Josefine",1869.0,1945.0
"Mutt, Mihkel",1953.0,
"Mutafčieva, Vera",,
"Mustapää, P.",1899.0,1973.0
"Must, Ann",1953.0,
"Mussatov, Aleksei",1911.0,1976.0
"Muslim, Iljas",1909.0,1993.0
"Mušinskas, Danielius",1951.0,
"Musil, Robert",1880.0,1942.0
"Musil, Robert",1880.0,1942.0
"Muschg, Adolf",1934.0,
"Mușatescu, Todor",1903.0,1970.0
"Muša, M.",,
"Murtazajev, Šerhan",1932.0,2018.0
"Murs, Joh. W.",,
"Murphy, Warren",1933.0,2015.0
"Sapir, Richard",1936.0,1987.0
"Murdoch, Iris",1919.0,1999.0
"Murdoch, Anna",1944.0,
"Muravjov, V.",,
"Muratalijev, Musa",1942.0,
"Muradjan, Suren",1930.0,2020.0
"Munteanu, Francisc",1924.0,1993.0
"Munro, Hector Hugh",1870.0,1916.0
"Munro, Hector Hugh (Saki)",1870.0,1916.0
"Munro, Hector",1870.0,1916.0
"Muñoz, Roberto Díaz",1942.0,
"Mulvany, Catherine",,
"Multatuli, pseud.",1820.0,1887.0
"Mulow, Martin",,
"Muljar, Jakov",,
"Mukka, Timo K.",1944.0,1973.0
"Mukanov, Säbit",1900.0,1973.0
"Muhtor, Askad",1920.0,1997.0
"Muhhatšov, Ilja",,
"Muhammadijev, Fazliddin",1928.0,1986.0
"Muhammadi, Kuddus",1907.0,1997.0
"Muhametov, Rif",1932.0,2003.0
"Muccolay, Cecil",,
"Mrożek, Sławomir",1930.0,2013.0
"Mózsi , Ferenc",1947.0,2007.0
"Možajev, Boriss",1923.0,1996.0
"Mõtus, A.",,
"Motšalov, Lev",1928.0,2019.0
"Mõssõk, Vassõl",1923.0,1983.0
"Moskvin, M.",,
"Moškovski, Anatoli",1925.0,2008.0
"Moskovskaja, Emma",1926.0,1981.0
"Moškovskaja, Emma",1926.0,1981.0
"Moser, Milena",1963.0,
"Mõrzalijev, Kadõr",1935.0,2011.0
"Mortinsen, Kay",,
"Mortimer, Peter",1943.0,
"Morrison, Toni",1931.0,2019.0
"Morrison, John",1904.0,1998.0
"Morrison, Danny",1953.0,
"Morris, Gouverneur IV",1876.0,1953.0
"Morris, Desmond",1928.0,
"Morrell, David",1943.0,
"Moroz, Valentõn",1936.0,2019.0
"Mõrnõi, Panass",1849.0,1920.0
"Moric, Rudo",1921.0,1985.0
"Morgenstern, Cristian",1871.0,1914.0
"Morgan, Melany",,
"Morgan, Kathleen",,
"Morgan, Edwin",1920.0,2010.0
"Morgan, Al",1920.0,2011.0
"More, Arthur",1887.0,1967.0
"Morawietz, Kurt",1930.0,1994.0
"Moravia, Alberto",1907.0,1990.0
"Morante, Elsa",1912.0,1985.0
"Moralevitš, Juri",1907.0,1982.0
"Moralevitš, Aleksandr",1936.0,
"Mora, Octávio",1933.0,2012.0
"Móra, Ferenc",1879.0,1934.0
"Mora, Emma",,
"Moost, Nele",1952.0,
"Moore, Thomas",1779.0,1852.0
"Moore, Brian",1921.0,1999.0
"Moorcock, Michael",1939.0,
"Montero, Rosa",1951.0,
"Montella, Carlo",1922.0,2010.0
"Montale, Eugenio",1896.0,1981.0
"Monod, Martine",1921.0,1985.0
"Mondfeld, Wolfram zu",,
"Monastõrjov, Vladimir",1915.0,1982.0
"Momin, Polat",1922.0,2003.0
"Moltšanov, Prokopi",,
"Molnár, Géza",1923.0,2011.0
"Möller, Ingrid",1934.0,
"Molinelli, Lino",1922.0,1985.0
"Molev, Vjatšeslav",,
"Moleskis, Giorgos",1946.0,
"Moldova, György",1934.0,2022.0
"Moldagalijev, Žuban",1920.0,1988.0
"Moldagalijev, Tumanbaj",1935.0,2011.0
"Moissejeva, Irina",1954.0,
"Mohr, Joseph",1792.0,1848.0
"Mogilevskaja, Sofja",1903.0,1981.0
"Modiano, Patrick",1945.0,
"Mnačko, Ladislav",1919.0,1994.0
"Mletšin, Leonid",1957.0,
"Mittermeyer, Helen",1930.0,2012.0
"Mitterer, Felix",1948.0,
"Mitra, Premendra",1904.0,1988.0
"Mitov, Bogdan",1929.0,
"Mitõpov, Vladimir",1940.0,2023.0
"Mitford, Nancy",1904.0,1973.0
"Mitchell, Kirk",1950.0,
"Mitchell, Frieda",,
"Mistral, Gabriela",1889.0,1957.0
Misjuk V.,,
"Mišin, Oleg,",1935.0,2018.0
"Mišin, Mihhail",1947.0,
"Mishima, Yukio",1925.0,1970.0
"Mišanina, Valentina,",1950.0,
"Mirzojev, Hafar",,
"Miršakar, Mirsaid",1912.0,1993.0
"Mirošnitšenko, I.",,
"Mirošnitšenko, Grigori",1904.0,1985.0
"Mirošnitšenko, Aleksandr",,
"Mironov, Sergei",,
"Mironov, Aleksandr",,
"Mirodin, I.",,
"Mirer, Aleksandr",1927.0,2001.0
"Mirazis, Agzam",1936.0,
"Miranski, A.",,
Mirali,1441.0,1501.0
"Minutko, Igor",1931.0,2017.0
"Mintškovski, Arkadi",1916.0,1982.0
"Mints, Zara",1927.0,1990.0
"Malts, Ann",1941.0,
"Mints, Klimenti",,
"Minšin, M.",,
"Minnullin, Robert",1948.0,2020.0
"Minnikov, Grogori",1925.0,1979.0
"Minnikov, Grigori",1925.0,1979.0
"Minna, Romuald",1926.0,1988.0
"Mingote, Antonio",1919.0,2012.0
"Mineralov, Juri",1948.0,2012.0
"Mindlin, Emili",1900.0,1981.0
"Min, Anchee",1957.0,
"Miłosz, Czesław",1911.0,2004.0
"Milrud, Daniil",,
"Tumanovski, Ratmir",,
"Milne, Alan Alexander",1882.0,1956.0
"Mills, Joan",,
Millour Gilberte,,
"Barnabé, Joëlle",,
"Miller, Henry",1891.0,1980.0
"Lawrence, David Herbert",1885.0,1930.0
"Miller, Arthur",1915.0,2005.0
"Millar, Margaret",1915.0,1994.0
"Miljavski, A.",,
"Miliūnas, Viktoras",1916.0,1986.0
"Milits, Alex",1932.0,2012.0
"Mileva, Leda",1920.0,2013.0
Milarepa,1040.0,1123.0
"Mikuta, Algimantas",1943.0,2024.0
"Mikulka, Alois",1933.0,2014.0
"Mikulėnaitė, Emilija",1935.0,
"Mikulėnaitė, Ema",1935.0,
"Mikszáth, Kálman",1847.0,1910.0
"Mikkola, Marja-Leena",1939.0,
"Mikes, György",1929.0,1986.0
"Mikeš, György",1912.0,1987.0
"Mikes, György",1912.0,1987.0
"Mikes, George",1912.0,1987.0
"Miker, György",1912.0,1987.0
"Mikelinskas, Jonas",1922.0,2015.0
Mika Waltari,1908.0,1979.0
Mihhailova O.,,
Olšanski V.,,
"Mihhailov, Oleg",1932.0,2013.0
"Mihhailov, M.",,
"Mihhailov, Aleksandr",,
"Mihhailik, Juri",,
"Mihejeva, Maria",1884.0,1969.0
"Mihálik, Vojtech",1926.0,2001.0
Miguel Delibes,1920.0,2010.0
"Miftahutdinov, Albert",1937.0,1991.0
"Mieželaitis, Eduardas",1919.0,1997.0
"Mickwitz, Camilla",1937.0,1989.0
"Mickiewicz, Adam",1798.0,1855.0
"Micheli, S.",,
Michel Tournier,1924.0,2016.0
"Michal, Karel",1932.0,1984.0
"Michaels, Leigh",1954.0,
"Michaels, Kasey",1943.0,2023.0
"Michaels, Fern",1933.0,
"Michaels, Anne",1958.0,
"Michael, Judith",,
"Michael, Ib",1945.0,
"Mhitarjan, V.",,
"Mhargrdzeli, Stepan",,
"Mhargodzeli, S.",,
"Mežs, Jānis",,
"Mezenko, Juri",1952.0,
"Metalious, Grace",1924.0,1964.0
"Mészöly, Miklós",1921.0,2001.0
"Mesterházi, Lajos",1916.0,1979.0
"Merrit, Abraham",1884.0,1943.0
"Merle, Robert",1908.0,2004.0
"Meriluoto, Aila",1924.0,2019.0
"Meri, Veijo",1928.0,2015.0
"Meri, Georg",1900.0,1983.0
"Meredith, Scott",,
"Meredith, G.",,
"Meras, Icchokas",1934.0,2014.0
"Menzel, Gerhard W.",1922.0,1980.0
"Meng, Hao Ran",689.0,740.0
"Mendoza, Dalia",,
Mendeie Meicher Sforim,1836.0,1917.0
"Memling, Carl",1918.0,1969.0
"Melville, Herman",1819.0,1891.0
"Melnikov, E.",,
"Melnik, Mihhail",,
"Melnik, G.",,
"Melleri, Arto",1956.0,2005.0
"Melkhonjan, Hovhannes",,
"Melihhin, Konstantin",1952.0,
"Melihhan, Konstantin",1952.0,
"Melihan, Konstantin",1952.0,
"Melgavs, Māris",1957.0,2005.0
"Melež, Ivan",1921.0,1976.0
"Meldamed, Cālis",1910.0,1992.0
"Melberg, Enel",1943.0,
"Melartin, Erkki",1875.0,1937.0
"Melameds, Cals",1910.0,1992.0
"Melameds, Calis",1910.0,1992.0
"Melamed, Cālis",1910.0,1992.0
"Meireles, Cecília",1901.0,1964.0
"Meinck, Willi",1914.0,1993.0
"Mehren, Stein",1935.0,2017.0
"Medvekin, Eduard",1938.0,2022.0
"Medvedovski, Leonid",1929.0,
"Medvednikova, Liidia",1930.0,2013.0
"Medvedkin, Eduard",,
"Medvedjev, Valeri",1923.0,1997.0
"Medvedev, Grigori",1933.0,2016.0
"Meckel, Christoph",1935.0,2020.0
"Mead, Juliette",1960.0,
"Mdivani, Georgi",1905.0,1981.0
"McNaught, Judith",1944.0,
"McMurtry, Larry",1936.0,2021.0
"McMinn, Suzanne",,
"McKay, Hilary",1959.0,
"McInnes, Helen",1907.0,1985.0
"McGough, Roger",1937.0,
"McGivern, William P.",1922.0,1982.0
"McGivern, William P.",1918.0,1982.0
"McEwan, Ian",1948.0,
"McCullough, Colleen",1937.0,2015.0
"McCullers, Carson",1917.0,1967.0
"McCourt, Frank",1930.0,2009.0
"McClure, Ken",1942.0,
"McClure, James H.",1939.0,2006.0
"McCloy, Helen",1904.0,1994.0
"McCarthy, Cormac",1933.0,2023.0
"McCaffrey, Anne",1926.0,2011.0
"McCabe, Patrick",1955.0,
"McBain, Ed",1926.0,2005.0
"Mazzoni, Carlo",1937.0,2023.0
"Mazitova, R.",,
"Mazetti, Katarina",1944.0,
"Mazajev, Matti",1926.0,2010.0
"Maynard, Janice",1955.0,
"Mayle, Peter",1939.0,2018.0
"Mayfield, Julian",1928.0,1984.0
"Maxwell, Janet",,
"Mawson, Robert",1956.0,
"Maurois, Andre",1885.0,1967.0
"Maurer, Georg",1907.0,1971.0
"Maulinš, Jānis",1933.0,2009.0
"Matvejeva, Ljudmila",1928.0,
"Matvejev, Herman",1904.0,1961.0
"Matuzevičius, Eugenijus",1917.0,1994.0
"Matutis, Anselmas",1923.0,1985.0
"Matute, Ana María",1926.0,2014.0
"Mattsson, Gunnar",1937.0,1989.0
"Mattson, Olle",1922.0,2012.0
"Matthías Johannessen,",1930.0,2024.0
"Matthews, Joan",,
"Matsumoto, Seichō",1909.0,1992.0
"Matsjaš, Niina",1943.0,
"Matjuškin, Aleksandr",1944.0,2012.0
"Matjev, Georgi",,
"Mathevosjan, Hrant",,
"Matheson, Richard",1926.0,2013.0
"Mather, Anne",1946.0,
"Matevski, Mateja",1929.0,2018.0
"Mateo Durand, Ricardo E.",1945.0,
"Masterson, Whit",1920.0,2012.0
"Masterson, W.",,
"Massie, Allan",1938.0,
"Massepain, André",1917.0,1999.0
"Mass, Anna",1935.0,2022.0
"Mason, Lynn",,
"Mason, Bobbie Ann",1940.0,
"Maslov, Vladimir",1941.0,1998.0
"Maškin, Gennadi",1936.0,2005.0
"Maryk, Michael",,
"Monahan, Brent",,
Mary Westmacott,1890.0,1976.0
"Marx, Karl",1818.0,1883.0
"Maruta, L.",,
"Martõnov, Leonid",1905.0,1980.0
"Martõnov, Juri",,
"Martõnov, Georgi",,
"Marton, Sandra",,
"Martjanov, Ilja",,
"Martjanov, Igor",,
"Martjanov, I.",,
"Martirosjan, Ruben",,
"Martinson, Harry",1904.0,1978.0
"Martins, Ovídio",1928.0,1999.0
"Martinkus, Vytautas",1943.0,
"Martínez, Tomás Eloy",1934.0,2010.0
"Martinaitis, Marcelijus",1936.0,2013.0
"Martin, Les",1934.0,
"Martín, Andreu",1949.0,
Martin Walser,1927.0,
"Martí, José",1853.0,1895.0
"Martí, José",1853.0,1895.0
"Martelli, Stelio",,
"Marshall,Alan",1902.0,1984.0
"Marshall, Edison",1894.0,1967.0
"Marshall, Catherine",1914.0,1983.0
"Marshall, Arthur",1910.0,1989.0
